unitid,"cipcode",awlevel,_type_,_freq_,crace15,crace16
101295,"07.0000",3,7,3,5,19
101295,"12.0000",2,7,1,,31
101295,"15.0000",3,7,1,2,
101295,"17.0000",2,7,2,,13
101295,"17.0000",3,7,3,3,22
101295,"18.0000",3,7,2,12,36
101295,"20.0000",2,7,1,1,2
101295,"20.0000",3,7,1,,1
101295,"22.0000",3,7,1,1,15
101295,"24.0000",3,7,1,13,42
101295,"43.0000",3,7,1,3,
101295,"46.0000",3,7,1,1,
101295,"46.0000",4,7,1,9,
101295,"47.0000",3,7,2,8,
101295,"47.0000",4,7,4,49,3
101295,"48.0000",2,7,2,3,2
101295,"48.0000",3,7,1,1,
101295,"48.0000",4,7,3,38,5
101295,"50.0000",3,7,1,1,1
101295,"99.0000",2,7,1,4,48
101295,"99.0000",3,7,1,68,154
101295,"99.0000",4,7,1,97,9
101301,"06.0000",3,7,1,7,6
101301,"07.0000",2,7,1,,18
101301,"07.0000",3,7,2,1,6
101301,"07.0000",4,7,2,,33
101301,"11.0000",3,7,1,1,3
101301,"12.0000",2,7,1,1,28
101301,"17.0000",2,7,1,,38
101301,"17.0000",3,7,1,1,5
101301,"18.0000",3,7,1,1,57
101301,"24.0000",3,7,1,6,23
101301,"43.0000",3,7,2,2,
101301,"46.0000",2,7,1,5,
101301,"46.0000",3,7,1,1,
101301,"46.0000",4,7,2,14,
101301,"47.0000",3,7,1,2,
101301,"47.0000",4,7,5,24,4
101301,"48.0000",2,7,1,9,
101301,"48.0000",3,7,1,4,3
101301,"48.0000",4,7,2,8,1
101301,"99.0000",2,7,1,15,84
101301,"99.0000",3,7,1,26,103
101301,"99.0000",4,7,1,46,38
101347,"07.0000",2,7,2,4,39
101347,"11.0000",1,7,1,2,4
101347,"11.0000",2,7,1,5,16
101347,"12.0000",2,7,1,,17
101347,"17.0000",2,7,1,1,23
101347,"46.0000",2,7,1,8,
101347,"46.0000",3,7,1,18,
101347,"47.0000",2,7,7,33,
101347,"47.0000",3,7,1,1,
101347,"48.0000",1,7,4,6,1
101347,"48.0000",2,7,5,30,2
101347,"48.0000",3,7,3,10,2
101347,"99.0000",1,7,1,8,5
101347,"99.0000",2,7,1,81,97
101347,"99.0000",3,7,1,29,2
101383,"07.0000",1,7,2,26,42
101383,"07.0000",2,7,4,0,25
101383,"07.0000",3,7,3,3,12
101383,"12.0000",2,7,1,0,33
101383,"17.0000",2,7,1,1,26
101383,"20.0000",1,7,1,0,27
101383,"20.0000",2,7,1,0,14
101383,"46.0000",2,7,3,17,0
101383,"46.0000",3,7,1,2,0
101383,"47.0000",1,7,1,33,0
101383,"47.0000",3,7,2,8,0
101383,"47.0000",4,7,3,10,0
101383,"48.0000",1,7,1,8,2
101383,"48.0000",2,7,1,17,0
101383,"99.0000",1,7,1,67,71
101383,"99.0000",2,7,1,35,98
101383,"99.0000",3,7,1,13,12
101383,"99.0000",4,7,1,10,0
101435,"06.0000",3,7,1,1,
101435,"06.0000",5,7,7,21,17
101435,"11.0000",5,7,1,5,3
101435,"13.0000",5,7,5,11,13
101435,"18.0000",5,7,1,1,
101435,"22.0000",2,7,1,,4
101435,"22.0000",3,7,1,,1
101435,"23.0000",5,7,1,2,5
101435,"24.0000",3,7,1,1,2
101435,"24.0000",5,7,1,,1
101435,"26.0000",5,7,1,,2
101435,"27.0000",5,7,1,3,3
101435,"38.0000",5,7,2,3,
101435,"39.0000",5,7,2,,3
101435,"40.0000",5,7,1,2,4
101435,"41.0000",3,7,1,1,1
101435,"42.0000",5,7,1,1,5
101435,"44.0000",5,7,1,1,5
101435,"45.0000",5,7,1,8,4
101435,"50.0000",5,7,3,5,6
101435,"99.0000",2,7,1,,4
101435,"99.0000",3,7,1,3,4
101435,"99.0000",5,7,1,63,71
