unitid,"cipcode",crace15,crace16,awlevel
100636,"06.0402",65,29,3
100636,"06.0403",52,0,3
100636,"06.0701",10,5,3
100636,"06.0702",12,2,3
100636,"06.0704",8,2,3
100636,"06.0705",9,2,3
100636,"06.1201",225,46,3
100636,"06.9999",464,128,3
100636,"07.0299",113,52,3
100636,"07.0401",335,140,3
100636,"08.1106",504,97,3
100636,"08.9999",64,22,3
100636,"09.0101",91,18,3
100636,"09.9999",140,31,3
100636,"10.0101",46,11,3
100636,"10.0103",12,3,3
100636,"11.0301",74,20,3
100636,"13.0101",39,19,3
100636,"13.1319",400,45,3
100636,"13.9999",1,0,3
100636,"14.0801",1,0,3
100636,"14.1001",639,53,3
100636,"14.1401",7,4,3
100636,"14.2301",12,1,3
100636,"14.2601",17,0,3
100636,"14.9999",101,7,3
100636,"15.0599",17,2,3
100636,"15.0609",1,0,3
100636,"15.0699",18,3,3
100636,"15.0701",31,2,3
100636,"16.9999",157,38,3
100636,"17.0101",29,19,3
100636,"17.0103",20,8,3
100636,"17.0201",8,2,3
100636,"17.0206",4,0,3
100636,"17.0208",5,0,3
100636,"17.0211",7,7,3
100636,"17.0308",1,1,3
100636,"17.0309",51,19,3
100636,"17.0406",1,0,3
100636,"17.0503",2,1,3
100636,"17.0507",12,11,3
100636,"17.0602",1,0,3
100636,"17.0705",5,1,3
100636,"17.0814",6,3,3
100636,"17.9999",56,10,3
100636,"18.0701",139,83,3
100636,"18.1025",21,9,3
100636,"18.9999",30,8,3
100636,"19.0501",30,8,3
100636,"19.0502",17,6,3
100636,"22.0103",21,21,3
100636,"30.9999",156,39,3
100636,"40.9999",97,8,3
100636,"43.0105",292,22,3
100636,"43.0109",186,1,3
100636,"43.0203",77,2,3
100636,"43.9999",113,6,3
100636,"44.0101",28,9,3
100636,"44.0799",27,11,3
100636,"46.9999",100,4,3
100636,"47.0103",4,1,3
100636,"47.0104",6,1,3
100636,"47.0199",107,7,3
100636,"47.0299",34,0,3
100636,"47.0401",382,39,3
100636,"47.0604",35,3,3
100636,"47.9999",1362,105,3
100636,"48.0201",2,0,3
100636,"48.0504",75,7,3
100636,"49.0101",49,10,3
100636,"49.0105",143,20,3
100636,"50.0901",8,1,3
100636,"99.0000",7414,1295,3
100654,"01.0102",1,0,3
100654,"01.0102",3,1,5
100654,"01.0102",17,0,7
100654,"02.0201",1,0,5
100654,"02.0201",2,0,7
100654,"02.0301",2,2,5
100654,"02.0301",5,0,7
100654,"02.0403",1,2,5
100654,"02.0499",1,0,5
100654,"02.0501",2,0,5
100654,"02.0501",5,1,7
100654,"04.0301",2,0,5
100654,"04.0301",8,0,7
100654,"06.0101",1,2,5
100654,"06.0201",12,13,5
100654,"06.0401",24,25,5
100654,"06.0401",51,14,7
100654,"06.0501",5,0,5
100654,"06.0501",5,2,7
100654,"06.1401",5,11,5
100654,"06.1401",0,1,7
100654,"06.9999",0,1,5
100654,"07.0401",0,5,5
100654,"10.0104",11,17,5
100654,"11.0101",20,5,7
100654,"11.9999",27,30,5
100654,"13.0401",5,0,7
100654,"13.0401",1,0,8
100654,"13.0404",1,0,7
100654,"13.0404",2,0,8
100654,"13.0406",0,1,8
100654,"13.0499",2,0,7
100654,"13.0499",1,0,8
100654,"13.0801",0,1,7
100654,"13.1001",1,0,5
100654,"13.1001",0,12,7
100654,"13.1001",0,1,8
100654,"13.1005",1,0,5
100654,"13.1005",0,3,7
100654,"13.1012",2,8,5
100654,"13.1012",0,3,7
100654,"13.1099",0,2,5
100654,"13.1099",0,8,7
100654,"13.1202",0,20,7
100654,"13.1202",0,2,8
100654,"13.1203",1,1,5
100654,"13.1204",1,7,5
100654,"13.1204",0,11,7
100654,"13.1205",0,3,5
100654,"13.1205",4,7,7
100654,"13.1299",1,0,5
100654,"13.1299",14,0,7
100654,"13.1299",1,0,8
100654,"13.1302",1,1,5
100654,"13.1302",0,1,7
100654,"13.1303",0,3,5
100654,"13.1303",0,1,8
100654,"13.1308",0,1,5
100654,"13.1308",0,11,7
100654,"13.1308",0,1,8
100654,"13.1309",6,0,5
100654,"13.1309",1,0,7
100654,"13.1312",0,1,5
100654,"14.0801",11,0,5
100654,"15.0299",3,0,5
100654,"15.0399",21,3,5
100654,"15.0603",1,0,5
100654,"15.0603",14,2,7
100654,"15.0805",3,1,5
100654,"15.0899",6,1,5
100654,"19.0401",0,1,5
100654,"19.0501",0,4,5
100654,"19.0901",1,2,5
100654,"26.0101",1,2,7
100654,"26.0301",0,1,5
100654,"26.0701",5,1,5
100654,"27.0101",1,2,5
100654,"40.0501",2,0,5
100654,"40.0801",4,0,5
100654,"40.0801",1,0,9
100654,"40.0807",1,0,7
100654,"40.0899",1,0,9
100654,"42.0201",2,7,7
100654,"42.0601",0,1,7
100654,"42.9999",1,3,7
100654,"44.0701",2,6,5
100654,"45.1001",9,2,5
100654,"45.1101",2,0,5
100654,"45.1201",2,0,7
100654,"48.0299",2,0,5
100654,"99.0000",1,0,3
100654,"99.0000",184,160,5
100654,"99.0000",161,115,7
100654,"99.0000",5,6,8
100654,"99.0000",2,0,9
100663,"06.0201",24,48,5
100663,"06.0201",4,7,7
100663,"06.0301",43,15,5
100663,"06.0401",37,22,5
100663,"06.0401",56,29,7
100663,"06.0501",3,,5
100663,"06.1401",31,23,5
100663,"09.0101",27,36,5
100663,"11.0101",46,27,5
100663,"11.0101",14,3,7
100663,"11.0101",1,,9
100663,"13.0101",1,7,5
100663,"13.0401",2,2,7
100663,"13.0401",3,1,8
100663,"13.0401",4,2,9
100663,"13.0501",,8,7
100663,"13.0501",,5,8
100663,"13.0801",1,,8
100663,"13.1001",2,41,7
100663,"13.1001",1,1,8
100663,"13.1202",8,86,5
100663,"13.1202",4,82,7
100663,"13.1202",,5,8
100663,"13.1203",2,,5
100663,"13.1204",,35,5
100663,"13.1204",,35,7
100663,"13.1204",,3,8
100663,"13.1205",34,28,5
100663,"13.1205",19,49,7
100663,"13.1205",,6,8
100663,"13.1302",,2,5
100663,"13.1302",1,1,7
100663,"13.1307",3,15,5
100663,"13.1307",1,3,7
100663,"13.1314",14,10,5
100663,"13.1314",4,4,7
100663,"13.1315",,1,7
100663,"13.9999",9,21,7
100663,"13.9999",,5,8
100663,"14.0501",5,2,7
100663,"14.0501",1,1,9
100663,"14.0801",21,5,5
100663,"14.0801",2,,7
100663,"14.1001",40,6,5
100663,"14.1001",5,,7
100663,"14.1801",1,,5
100663,"14.1801",1,1,7
100663,"14.1901",20,4,5
100663,"14.1901",4,,7
100663,"15.0401",16,,2
100663,"16.0901",,2,5
100663,"16.0905",1,1,5
100663,"17.0101",,12,2
100663,"17.0102",,12,5
100663,"17.0103",3,4,2
100663,"17.0205",56,24,1
100663,"17.0206",21,3,2
100663,"17.0208",6,8,5
100663,"17.0209",9,13,2
100663,"17.0209",1,,5
100663,"17.0210",2,14,2
100663,"17.0299",,10,2
100663,"17.0306",2,4,5
100663,"17.0309",,4,2
100663,"17.0310",3,7,5
100663,"17.0503",9,9,2
100663,"17.0506",,4,1
100663,"17.0506",,9,2
100663,"17.0508",5,4,5
100663,"17.0807",3,29,5
100663,"17.0808",,13,2
100663,"17.0813",3,19,7
100663,"17.0815",4,30,2
100663,"17.9999",17,12,5
100663,"17.9999",5,3,7
100663,"18.0204",,1,7
100663,"18.0299",6,,5
100663,"18.0299",2,,7
100663,"18.0401",9,,7
100663,"18.0401",40,15,10
100663,"18.0701",12,4,7
100663,"18.0701",1,1,9
100663,"18.0703",,13,5
100663,"18.1001",116,34,10
100663,"18.1101",18,137,5
100663,"18.1102",6,7,5
100663,"18.1103",1,12,7
100663,"18.1103",,9,9
100663,"18.1104",,6,7
100663,"18.1105",,2,7
100663,"18.1105",,2,9
100663,"18.1106",,9,7
100663,"18.1106",,1,9
100663,"18.1107",,11,7
100663,"18.1199",1,36,7
100663,"18.1199",,6,9
100663,"18.1201",23,10,10
100663,"18.2299",61,29,7
100663,"18.2299",2,2,9
100663,"19.0503",1,19,6
100663,"20.0499",,9,2
100663,"23.0101",6,24,5
100663,"23.0101",2,3,7
100663,"26.0101",22,17,5
100663,"26.0101",1,2,9
100663,"26.0201",2,,9
100663,"26.0501",4,,9
100663,"26.0609",,8,7
100663,"26.0703",,2,7
100663,"26.0703",1,,9
100663,"26.0704",2,3,9
100663,"26.0705",,1,7
100663,"26.0706",1,,9
100663,"27.0101",8,5,5
100663,"27.0101",,1,7
100663,"30.0101",27,22,5
100663,"30.0401",1,,5
100663,"38.0101",7,1,5
100663,"40.0501",5,3,5
100663,"40.0501",,1,7
100663,"40.0501",1,,9
100663,"40.0601",1,1,5
100663,"40.0801",3,,5
100663,"40.0801",4,,7
100663,"42.0101",11,36,5
100663,"42.0101",3,1,7
100663,"42.0101",1,3,9
100663,"43.0106",1,3,7
100663,"43.0199",38,21,5
100663,"43.0199",1,,7
100663,"44.0401",6,3,7
100663,"44.0701",4,22,5
100663,"45.0201",2,,5
100663,"45.0601",4,2,5
100663,"45.0801",17,4,5
100663,"45.0801",7,2,7
100663,"45.1001",14,12,5
100663,"45.1101",1,8,5
100663,"45.1101",,3,7
100663,"45.1201",1,,5
100663,"45.1201",1,,7
100663,"50.0101",,3,5
100663,"50.0301",,2,5
100663,"50.0701",4,11,5
100663,"50.0703",,2,5
100663,"50.0901",3,3,5
100663,"99.0000",56,28,1
100663,"99.0000",64,130,2
100663,"99.0000",602,804,5
100663,"99.0000",1,19,6
100663,"99.0000",252,449,7
100663,"99.0000",5,26,8
100663,"99.0000",22,32,9
100663,"99.0000",179,59,10
100672,"47.0199",34,10,4
100672,"47.0604",17,,4
100672,"47.0607",83,2,1
100672,"47.0607",70,3,4
100672,"48.0508",3,,4
100672,"49.0102",22,,3
100672,"99.0000",83,2,1
100672,"99.0000",22,,3
100672,"99.0000",124,13,4
100681,"95.0000",0,2,3
100681,"99.0000",0,2,3
100690,"39.0201",9,,5
100690,"39.0601",2,1,2
100690,"39.0601",14,,7
100690,"39.0601",3,,10
100690,"99.0000",2,1,2
100690,"99.0000",9,,5
100690,"99.0000",14,,7
100690,"99.0000",3,,10
100706,"05.0110",,2,5
100706,"06.0201",1,6,3
100706,"06.0201",13,41,5
100706,"06.0301",11,9,5
100706,"06.0401",15,14,5
100706,"06.0401",10,5,7
100706,"06.0402",2,3,5
100706,"06.0499",5,3,7
100706,"06.0501",1,,5
100706,"06.1201",20,43,5
100706,"06.1201",1,2,7
100706,"06.1302",,1,7
100706,"06.1401",13,21,5
100706,"11.0101",16,19,5
100706,"11.0101",13,15,7
100706,"13.0401",,1,7
100706,"13.1202",1,16,5
100706,"13.1203",,1,5
100706,"13.1399",,2,5
100706,"14.0701",4,,5
100706,"14.0801",6,,5
100706,"14.1001",123,38,5
100706,"14.1001",16,,7
100706,"14.1001",,1,9
100706,"14.1701",6,7,5
100706,"14.1701",8,3,7
100706,"14.1701",1,,9
100706,"14.1901",55,9,5
100706,"14.1901",10,,7
100706,"14.1901",2,,9
100706,"14.9999",1,3,7
100706,"16.0501",,1,5
100706,"16.9999",2,3,5
100706,"17.0205",54,39,1
100706,"17.0206",18,7,2
100706,"18.1101",2,66,5
100706,"18.1101",1,14,7
100706,"23.0101",3,8,5
100706,"23.0101",,5,7
100706,"23.1001",3,3,5
100706,"26.0101",7,11,5
100706,"26.0101",3,,7
100706,"27.0101",10,15,5
100706,"27.0101",6,6,7
100706,"31.0101",1,,5
100706,"40.0501",4,2,5
100706,"40.0501",1,1,7
100706,"40.0801",2,2,5
100706,"40.0801",5,,7
100706,"40.0801",2,,9
100706,"42.0101",3,4,5
100706,"42.0701",,7,7
100706,"43.0104",,1,5
100706,"45.0801",5,,5
100706,"45.0801",,1,7
100706,"45.1001",1,2,5
100706,"50.0701",2,16,5
100706,"50.0901",,1,5
100706,"99.0000",54,39,1
100706,"99.0000",18,7,2
100706,"99.0000",1,6,3
100706,"99.0000",331,360,5
100706,"99.0000",80,67,7
100706,"99.0000",5,1,9
100724,"06.0201",9,14,5
100724,"06.0301",2,,5
100724,"06.0401",1,1,3
100724,"06.0401",4,3,5
100724,"06.1401",2,3,5
100724,"07.0401",,1,3
100724,"07.0401",1,41,5
100724,"09.0401",3,5,5
100724,"09.0501",4,1,5
100724,"09.0701",6,5,5
100724,"11.0101",19,26,5
100724,"13.0401",1,10,7
100724,"13.0401",,1,8
100724,"13.0501",,3,7
100724,"13.0501",,1,8
100724,"13.1001",,1,5
100724,"13.1001",,19,7
100724,"13.1202",,6,5
100724,"13.1202",1,21,7
100724,"13.1202",,2,8
100724,"13.1204",,5,5
100724,"13.1204",,8,7
100724,"13.1302",,1,5
100724,"13.1303",,2,5
100724,"13.1305",,2,5
100724,"13.1305",1,2,7
100724,"13.1311",,1,7
100724,"13.1311",2,,8
100724,"13.1312",,1,5
100724,"13.1312",2,2,7
100724,"13.1314",1,,5
100724,"13.1314",5,6,7
100724,"13.1314",,1,8
100724,"13.1315",,1,7
100724,"13.1317",1,,5
100724,"13.1317",1,1,7
100724,"17.0309",1,2,5
100724,"20.0102",,1,3
100724,"23.0101",1,3,5
100724,"26.0101",2,5,5
100724,"26.0101",1,3,7
100724,"27.0101",2,,5
100724,"27.0101",4,,7
100724,"31.0301",2,3,5
100724,"40.0801",2,,5
100724,"42.0101",2,5,5
100724,"43.0104",18,20,5
100724,"44.0201",3,9,5
100724,"44.0701",3,11,5
100724,"44.9999",7,14,7
100724,"44.9999",1,,8
100724,"45.0801",1,,5
100724,"45.1001",6,4,5
100724,"45.1101",1,1,5
100724,"50.0701",1,1,5
100724,"50.0903",1,,5
100724,"99.0000",1,3,3
100724,"99.0000",98,180,5
100724,"99.0000",23,91,7
100724,"99.0000",3,5,8
100751,"04.0301",2,1,5
100751,"04.0501",,23,5
100751,"05.0102",1,3,5
100751,"05.0102",1,5,7
100751,"05.0107",1,1,7
100751,"05.0110",1,,5
100751,"06.0201",58,77,5
100751,"06.0201",5,10,7
100751,"06.0301",68,24,5
100751,"06.0301",8,3,7
100751,"06.0401",25,13,5
100751,"06.0401",51,18,7
100751,"06.0401",8,2,9
100751,"06.0501",6,2,5
100751,"06.0501",2,1,7
100751,"06.0501",1,,9
100751,"06.0705",2,,5
100751,"06.0801",3,1,5
100751,"06.1302",8,5,5
100751,"06.1302",1,1,7
100751,"06.1401",92,79,5
100751,"06.1401",6,7,7
100751,"06.1601",12,13,5
100751,"06.1601",1,,7
100751,"06.1701",8,4,5
100751,"06.1901",7,8,7
100751,"09.0201",60,55,5
100751,"09.0201",2,2,7
100751,"09.0401",7,18,5
100751,"09.0401",1,,7
100751,"09.0501",35,60,5
100751,"09.0701",30,26,5
100751,"09.0701",2,2,7
100751,"11.0101",23,15,5
100751,"11.0101",5,,7
100751,"13.0401",4,5,7
100751,"13.0401",1,1,8
100751,"13.0401",4,9,9
100751,"13.0406",1,,7
100751,"13.0406",5,10,9
100751,"13.0603",1,,9
100751,"13.0801",,1,7
100751,"13.0801",2,3,9
100751,"13.1001",,17,5
100751,"13.1001",,19,7
100751,"13.1001",,2,8
100751,"13.1001",,2,9
100751,"13.1101",5,9,7
100751,"13.1101",3,2,9
100751,"13.1202",,49,5
100751,"13.1202",1,33,7
100751,"13.1202",,2,8
100751,"13.1202",1,4,9
100751,"13.1204",,32,5
100751,"13.1204",,23,7
100751,"13.1204",,2,8
100751,"13.1205",,1,8
100751,"13.1205",1,3,9
100751,"13.1302",,2,5
100751,"13.1302",1,1,7
100751,"13.1303",,9,5
100751,"13.1305",,3,5
100751,"13.1305",3,3,7
100751,"13.1307",1,1,5
100751,"13.1307",,3,7
100751,"13.1308",,3,5
100751,"13.1309",1,,5
100751,"13.1311",5,12,5
100751,"13.1311",3,7,7
100751,"13.1312",2,6,5
100751,"13.1312",2,2,7
100751,"13.1314",20,13,5
100751,"13.1314",6,5,7
100751,"13.1314",,2,9
100751,"13.1316",1,2,5
100751,"13.1316",1,,7
100751,"13.1317",1,5,5
100751,"13.1399",5,14,5
100751,"13.1399",,4,7
100751,"14.0201",8,,5
100751,"14.0201",3,,7
100751,"14.0701",18,12,5
100751,"14.0701",10,,7
100751,"14.0701",1,,9
100751,"14.0801",39,8,5
100751,"14.0801",2,,7
100751,"14.0801",3,,9
100751,"14.1001",54,14,5
100751,"14.1001",16,1,7
100751,"14.1001",1,,9
100751,"14.1101",4,,7
100751,"14.1101",1,,9
100751,"14.1401",2,1,7
100751,"14.1701",20,6,5
100751,"14.1701",6,1,7
100751,"14.1901",41,4,5
100751,"14.1901",4,,7
100751,"14.1901",1,,9
100751,"14.2001",1,,5
100751,"14.2001",4,,7
100751,"14.2001",1,,9
100751,"14.2101",2,1,5
100751,"14.2101",5,,7
100751,"14.2501",4,,5
100751,"14.9999",1,2,7
100751,"15.0201",6,2,5
100751,"15.0303",17,1,5
100751,"16.0901",1,2,5
100751,"16.0901",2,3,7
100751,"16.0901",1,,9
100751,"16.0905",,2,5
100751,"16.0999",,1,7
100751,"17.0310",,2,5
100751,"18.0101",,3,7
100751,"18.0102",,11,7
100751,"18.0103",,10,5
100751,"18.0701",13,14,5
100751,"18.1101",4,67,5
100751,"18.1701",1,,5
100751,"19.0101",1,4,5
100751,"19.0501",3,3,5
100751,"19.0501",,2,7
100751,"19.0503",1,12,5
100751,"19.0701",,12,5
100751,"19.0701",,3,7
100751,"19.0704",,2,5
100751,"19.0901",1,34,5
100751,"19.0901",,1,7
100751,"20.0101",,1,5
100751,"20.0101",,2,7
100751,"22.0101",9,,7
100751,"22.0101",105,51,10
100751,"22.0102",3,,5
100751,"23.0101",17,28,5
100751,"23.0101",,3,7
100751,"23.0101",1,4,9
100751,"23.0501",7,3,7
100751,"23.1001",2,3,5
100751,"23.1001",3,,7
100751,"24.0199",,1,5
100751,"25.0101",5,34,7
100751,"25.0101",,1,8
100751,"26.0101",16,15,5
100751,"26.0101",,1,7
100751,"26.0101",3,2,9
100751,"26.0201",2,1,7
100751,"26.0501",4,6,5
100751,"26.0501",4,1,7
100751,"26.0607",3,1,5
100751,"27.0101",,3,5
100751,"27.0101",1,,7
100751,"27.0101",3,1,9
100751,"27.0301",5,,5
100751,"27.0501",3,3,5
100751,"27.9999",1,,7
100751,"27.9999",1,,9
100751,"30.9999",49,37,5
100751,"30.9999",,1,9
100751,"31.0101",1,1,5
100751,"38.0101",2,2,5
100751,"38.0201",1,,5
100751,"40.0501",10,4,5
100751,"40.0501",1,1,7
100751,"40.0501",2,,9
100751,"40.0601",10,2,5
100751,"40.0601",7,1,7
100751,"40.0601",1,,9
100751,"40.0801",4,,5
100751,"40.0801",4,,7
100751,"42.0101",17,36,5
100751,"42.0101",3,6,7
100751,"42.0101",2,4,9
100751,"43.0104",17,11,5
100751,"43.0104",7,5,7
100751,"44.0401",1,,9
100751,"44.0701",2,33,5
100751,"44.0701",13,51,7
100751,"44.0701",1,3,9
100751,"45.0201",5,1,5
100751,"45.0201",2,1,7
100751,"45.0601",6,3,5
100751,"45.0601",,1,9
100751,"45.0701",6,1,5
100751,"45.0701",1,,7
100751,"45.0801",31,6,5
100751,"45.0801",16,1,7
100751,"45.0801",3,,9
100751,"45.0901",3,5,5
100751,"45.1001",23,11,5
100751,"45.1001",2,1,7
100751,"45.1001",1,1,9
100751,"45.1101",,4,5
100751,"45.1101",1,,7
100751,"50.0301",,1,5
100751,"50.0501",2,2,5
100751,"50.0501",12,8,7
100751,"50.0701",6,8,5
100751,"50.0701",1,3,7
100751,"50.0703",,1,5
100751,"50.0710",1,3,7
100751,"50.0903",3,6,7
100751,"50.0903",,1,9
100751,"50.0904",5,5,5
100751,"50.0904",3,3,7
100751,"50.0999",1,,5
100751,"99.0000",966,1034,5
100751,"99.0000",288,337,7
100751,"99.0000",1,9,8
100751,"99.0000",54,55,9
100751,"99.0000",105,51,10
100760,"06.0101",2,4,3
100760,"07.0606",,2,2
100760,"07.0606",,3,3
100760,"17.0815",,2,3
100760,"24.0199",53,48,3
100760,"43.0107",,1,3
100760,"99.0000",,2,2
100760,"99.0000",55,58,3
100812,"06.0101",61,74,5
100812,"06.0201",11,19,5
100812,"06.9999",28,5,5
100812,"07.0401",,2,5
100812,"11.0101",23,16,5
100812,"13.1011",,2,5
100812,"13.1202",5,59,5
100812,"13.1204",,17,5
100812,"13.1305",,3,5
100812,"13.1311",5,13,5
100812,"13.1314",7,5,5
100812,"13.1316",,5,5
100812,"13.1317",4,4,5
100812,"13.1320",12,4,5
100812,"13.9999",1,8,5
100812,"18.9999",3,3,5
100812,"23.0101",3,3,5
100812,"24.0101",10,1,5
100812,"26.0101",2,1,5
100812,"27.0101",4,6,5
100812,"30.9999",,1,5
100812,"38.0201",1,,5
100812,"40.0501",1,,5
100812,"40.0801",4,2,5
100812,"41.9999",6,1,5
100812,"42.0101",7,17,5
100812,"42.9999",1,8,5
100812,"43.0104",7,,5
100812,"45.0801",1,1,5
100812,"45.1001",1,,5
100812,"45.1101",2,4,5
100812,"50.9999",2,3,5
100812,"99.0000",212,287,5
100821,"07.0601",,17,2
100821,"07.0701",,17,1
100821,"07.0801",,13,1
100821,"12.0402",13,,2
100821,"13.0403",11,,2
100821,"20.0401",1,,1
100821,"20.0401",5,,2
100821,"46.0102",10,,2
100821,"47.0105",5,,4
100821,"47.0603",12,,4
100821,"47.0604",3,,4
100821,"47.0606",6,,4
100821,"48.0303",4,,2
100821,"48.0304",5,,2
100821,"48.0508",25,,2
100821,"48.0703",5,2,2
100821,"99.0000",1,30,1
100821,"99.0000",78,19,2
100821,"99.0000",26,,4
100830,"06.0101",70,45,5
100830,"06.0101",27,17,7
100830,"06.0201",22,26,5
100830,"06.0301",14,14,5
100830,"06.0401",9,7,5
100830,"06.0501",1,0,5
100830,"06.1401",14,11,5
100830,"06.1601",3,1,5
100830,"09.0101",5,18,5
100830,"11.0401",19,10,5
100830,"11.0401",0,5,7
100830,"13.0101",0,2,5
100830,"13.0101",1,0,7
100830,"13.0101",0,5,8
100830,"13.0401",6,24,7
100830,"13.1006",0,5,7
100830,"13.1006",0,1,8
100830,"13.1011",0,2,5
100830,"13.1011",1,1,7
100830,"13.1101",3,7,7
100830,"13.1202",0,58,5
100830,"13.1202",0,33,7
100830,"13.1202",1,4,8
100830,"13.1205",7,26,5
100830,"13.1205",1,4,7
100830,"13.1314",0,2,5
100830,"17.0309",1,3,5
100830,"18.1101",3,40,5
100830,"23.0101",3,3,5
100830,"23.1001",0,1,5
100830,"24.0101",20,18,5
100830,"26.0101",4,9,5
100830,"27.0101",8,8,5
100830,"40.0101",4,6,5
100830,"42.0101",9,18,5
100830,"42.0101",5,9,7
100830,"43.0103",9,17,5
100830,"43.0103",7,8,7
100830,"44.0401",16,13,7
100830,"45.0801",8,8,5
100830,"45.1001",6,2,5
100830,"45.1001",10,6,7
100830,"45.1101",4,20,5
100830,"45.1201",0,1,5
100830,"50.0799",5,7,5
100830,"99.0000",248,383,5
100830,"99.0000",77,132,7
100830,"99.0000",1,10,8
100858,"01.0103",17,2,5
100858,"01.0103",4,2,7
100858,"01.0103",2,,9
100858,"01.0303",3,1,7
100858,"01.0303",3,,9
100858,"01.0603",10,7,5
100858,"02.0101",5,,5
100858,"02.0201",21,15,5
100858,"02.0201",1,1,7
100858,"02.0204",1,,7
100858,"02.0209",6,2,5
100858,"02.0209",1,,7
100858,"02.0209",1,,9
100858,"02.0301",1,1,5
100858,"02.0301",1,,9
100858,"02.0402",18,2,5
100858,"02.0402",8,1,7
100858,"02.0403",3,1,7
100858,"02.0408",1,1,7
100858,"02.0499",1,,7
100858,"03.0301",1,,5
100858,"03.0301",22,2,7
100858,"03.0301",6,3,9
100858,"03.0401",2,,5
100858,"03.0504",6,,5
100858,"03.0506",21,2,5
100858,"03.0506",1,,7
100858,"03.0506",3,,9
100858,"03.0601",13,7,5
100858,"03.0601",3,2,7
100858,"04.0201",44,8,5
100858,"04.0301",1,2,7
100858,"04.0401",4,,5
100858,"04.0501",2,14,5
100858,"04.0601",1,3,5
100858,"05.0107",1,,5
100858,"06.0201",94,66,5
100858,"06.0201",4,4,7
100858,"06.0301",114,51,5
100858,"06.0401",98,36,5
100858,"06.0401",27,10,7
100858,"06.0499",,2,5
100858,"06.0501",24,3,5
100858,"06.0501",,1,7
100858,"06.0705",22,4,5
100858,"06.0901",13,28,5
100858,"06.1201",1,,7
100858,"06.1401",90,82,5
100858,"06.1601",11,15,5
100858,"06.2001",72,5,5
100858,"07.0401",,11,5
100858,"08.0102",2,28,5
100858,"09.0401",6,20,5
100858,"09.0701",9,5,5
100858,"09.0701",,1,7
100858,"09.9999",12,51,5
100858,"11.0101",2,7,5
100858,"11.0101",4,1,7
100858,"11.0101",1,,9
100858,"13.0301",3,,9
100858,"13.0401",1,,9
100858,"13.0405",1,,7
100858,"13.0405",3,1,9
100858,"13.0406",,1,7
100858,"13.0406",3,6,9
100858,"13.0501",1,5,7
100858,"13.0604",,1,7
100858,"13.0801",,1,7
100858,"13.1001",,1,7
100858,"13.1001",,1,9
100858,"13.1005",,5,5
100858,"13.1005",1,1,7
100858,"13.1006",,12,5
100858,"13.1006",,4,7
100858,"13.1006",1,,9
100858,"13.1011",,6,7
100858,"13.1012",,16,5
100858,"13.1099",,4,5
100858,"13.1099",,4,7
100858,"13.1101",1,4,7
100858,"13.1101",1,,8
100858,"13.1101",,6,9
100858,"13.1201",30,3,5
100858,"13.1201",,1,7
100858,"13.1201",1,,8
100858,"13.1202",3,96,5
100858,"13.1202",,11,7
100858,"13.1202",,2,9
100858,"13.1204",,65,5
100858,"13.1204",,13,7
100858,"13.1204",,1,9
100858,"13.1299",,1,7
100858,"13.1299",4,2,9
100858,"13.1301",9,,5
100858,"13.1301",7,,7
100858,"13.1303",2,6,5
100858,"13.1303",,4,7
100858,"13.1305",3,22,5
100858,"13.1305",,6,7
100858,"13.1305",1,,9
100858,"13.1306",,4,5
100858,"13.1307",,1,5
100858,"13.1307",,1,7
100858,"13.1308",,7,5
100858,"13.1308",,2,7
100858,"13.1309",2,,5
100858,"13.1309",1,,7
100858,"13.1310",1,3,5
100858,"13.1310",1,2,7
100858,"13.1311",10,21,5
100858,"13.1311",1,6,7
100858,"13.1312",3,6,5
100858,"13.1312",2,,7
100858,"13.1314",28,43,5
100858,"13.1314",14,12,7
100858,"13.1314",,2,9
100858,"13.1315",,1,9
100858,"13.1316",4,10,5
100858,"13.1316",2,7,7
100858,"13.1317",14,7,5
100858,"13.1317",1,,7
100858,"13.1320",1,,5
100858,"13.1399",,2,5
100858,"14.0201",53,10,5
100858,"14.0201",4,,7
100858,"14.0201",1,,9
100858,"14.0301",9,,5
100858,"14.0401",125,7,5
100858,"14.0701",18,7,5
100858,"14.0701",17,1,7
100858,"14.0701",4,,9
100858,"14.0801",46,5,5
100858,"14.0801",18,1,7
100858,"14.0801",4,,9
100858,"14.0901",28,9,5
100858,"14.0901",4,1,7
100858,"14.1001",191,34,5
100858,"14.1001",13,,7
100858,"14.1001",8,,9
100858,"14.1701",38,28,5
100858,"14.1701",11,2,7
100858,"14.1701",3,1,9
100858,"14.1801",4,1,5
100858,"14.1801",1,,7
100858,"14.1801",1,,9
100858,"14.1901",94,17,5
100858,"14.1901",8,,7
100858,"14.2801",1,3,5
100858,"14.9999",41,1,5
100858,"14.9999",2,,7
100858,"16.0599",1,2,5
100858,"16.0901",1,3,5
100858,"16.0901",1,5,7
100858,"16.0905",,2,5
100858,"16.0905",3,3,7
100858,"16.0999",3,21,5
100858,"17.0310",1,6,5
100858,"17.0499",,2,7
100858,"17.0499",2,1,9
100858,"17.0899",5,12,5
100858,"17.0899",1,1,7
100858,"18.0101",,1,7
100858,"18.0102",,9,5
100858,"18.0102",,15,7
100858,"18.0701",4,10,5
100858,"18.1101",2,45,5
100858,"18.1401",33,54,5
100858,"18.1401",3,3,7
100858,"18.1401",2,1,10
