unitid,"cipcode",awlevel,crace01,crace02,crace03,crace04,crace05,crace06,crace07,crace08,crace09,crace10,crace11,crace12,crace13,crace14,crace15,crace16,bal_m,bal_w
100724,"24.0000",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100724,"26.0000",5,0,0,2,19,0,0,0,0,0,0,0,0,0,0,2,19,0,0
100724,"27.0000",5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0
100724,"31.0000",5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0
100724,"40.0000",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100724,"42.0000",5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,2,7,0,0
100724,"43.0000",5,0,0,16,13,0,0,0,0,0,0,0,0,0,0,16,13,0,0
100724,"44.0000",5,0,0,2,8,0,0,0,0,0,0,0,1,0,0,2,9,0,0
100724,"45.0000",5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0
100724,"50.0000",5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0
100724,"99.0000",5,3,2,77,169,0,0,0,0,0,0,,1,0,0,80,172,0,0
100724,"13.0000",7,1,0,14,78,0,0,0,1,0,2,2,2,0,0,17,83,0,0
100724,"26.0000",7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
100724,"27.0000",7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
100724,"44.0000",7,0,0,2,15,0,0,0,0,0,1,1,1,0,0,3,17,0,0
100724,"45.0000",7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
100724,"99.0000",7,2,,21,96,0,0,,1,,3,3,3,0,0,26,103,0,0
100724,"13.0000",8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0
100724,"99.0000",8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0
100751,"04.0000",5,0,0,0,0,0,0,0,0,0,1,2,22,0,0,2,23,0,0
100751,"05.0000",5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,0,0
100751,"06.0000",5,7,7,21,29,3,0,0,0,2,2,380,255,0,0,413,293,0,0
100751,"09.0000",5,3,2,4,15,1,0,0,0,0,2,99,206,0,0,107,225,0,0
100751,"11.0000",5,0,1,0,2,0,0,0,0,0,0,15,6,0,0,15,9,0,0
100751,"13.0000",5,1,0,6,11,0,0,0,0,0,0,46,258,0,0,53,269,0,0
100751,"14.0000",5,31,1,6,10,0,1,3,2,0,0,126,28,2,0,168,42,0,0
100751,"15.0000",5,2,0,4,0,0,0,0,0,0,0,17,0,0,0,23,0,0,0
100751,"16.0000",5,0,0,0,1,0,0,0,0,1,2,2,9,0,0,3,12,0,0
100751,"17.0000",5,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,2,0,0
100751,"18.0000",5,0,0,2,13,0,0,0,1,0,0,26,83,1,0,29,97,0,0
100751,"19.0000",5,0,2,3,6,0,0,0,1,0,0,10,94,0,0,13,103,0,0
100751,"20.0000",5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
100751,"22.0000",5,0,0,0,3,0,0,0,0,0,0,2,2,0,0,2,5,0,0
100751,"23.0000",5,0,0,2,5,0,1,0,0,0,0,40,47,0,0,42,53,0,0
