unitid,"cipcode",awlevel,"xcrace01",crace01,"xcrace02",crace02,"xcrace03",crace03,"xcrace04",crace04,"xcrace05",crace05,"xcrace06",crace06,"xcrace07",crace07,"xcrace08",crace08,"xcrace09",crace09,"xcrace10",crace10,"xcrace11",crace11,"xcrace12",crace12,"xcrace13",crace13,"xcrace14",crace14,"xcrace15",crace15,"xcrace16",crace16
c2003_a.csv:130794,"40.0501",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
c2003_a.csv:130794,"40.0699",1,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
c2003_a.csv:130794,"40.0699",1,7,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
c2003_a.csv:130794,"40.0699",1,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
c2003_a.csv:130794,"40.0699",1,9,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2
c2003_a.csv:130794,"40.0801",1,5,"R",1,"R",1,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",7,"R",2,"R",2,"R",2,"Z",0,"R",1,"Z",0,"R",4,"Z",0,"R",9
c2003_a.csv:130794,"40.0801",1,7,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",5,"R",0,"R",0,"R",1,"R",12,"R",2,"R",5,"Z",0,"Z",0,"R",3,"Z",0,"R",5,"R",1,"R",14
c2003_a.csv:130794,"40.0801",1,8,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",1,"R",0,"R",9,"R",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",9
c2003_a.csv:130794,"40.0801",1,9,"R",9,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",1,"R",0,"R",13,"R",2,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",15
c2003_a.csv:130794,"40.0801",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
c2003_a.csv:130794,"42.0101",1,5,"R",0,"R",1,"R",3,"R",9,"R",1,"R",0,"R",3,"R",7,"R",3,"R",5,"R",16,"R",31,"R",4,"R",7,"R",30,"R",60,"R",1,"R",12,"R",1,"R",10,"R",8,"R",47,"R",11,"R",90
c2003_a.csv:130794,"42.0101",1,7,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",5,"R",6,"R",1,"R",5,"R",7,"R",15,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"R",11,"R",6,"R",22
c2003_a.csv:130794,"42.0101",1,8,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",3,"R",2,"R",6,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",3,"R",8
c2003_a.csv:130794,"42.0101",1,9,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",6,"R",5,"R",1,"R",1,"R",7,"R",9,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",11,"R",2,"R",16
c2003_a.csv:130794,"42.0101",2,5,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",2,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",4
c2003_a.csv:130794,"42.0301",1,5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",5,"R",4,"R",3,"R",1,"R",9,"R",7,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",9,"R",4,"R",16
c2003_a.csv:130794,"42.0301",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
c2003_a.csv:130794,"45.0201",1,5,"R",0,"R",0,"R",0,"R",4,"R",2,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",10,"R",1,"R",0,"R",5,"R",16,"Z",0,"R",4,"R",2,"R",2,"R",1,"R",11,"R",1,"R",21
c2003_a.csv:130794,"45.0201",1,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1
c2003_a.csv:130794,"45.0201",1,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",2,"R",0,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"R",4
c2003_a.csv:130794,"45.0201",1,9,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",3,"R",0,"R",0,"R",2,"R",6,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"R",5,"Z",0,"R",8
c2003_a.csv:130794,"45.0201",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
c2003_a.csv:130794,"45.0301",1,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1
c2003_a.csv:130794,"45.0301",1,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
c2003_a.csv:130794,"45.0301",2,5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
c2003_a.csv:130794,"45.0601",1,5,"R",11,"R",7,"R",7,"R",5,"R",0,"R",0,"R",12,"R",10,"R",8,"R",1,"R",47,"R",14,"R",6,"R",0,"R",91,"R",37,"R",18,"R",12,"Z",0,"R",22,"R",9,"R",61,"R",6,"R",128
c2003_a.csv:130794,"45.0601",1,7,"R",13,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",16,"R",6,"R",18,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"Z",0,"R",22
c2003_a.csv:130794,"45.0601",1,8,"R",7,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",1,"R",0,"R",11,"R",7,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",18
c2003_a.csv:130794,"45.0601",1,9,"R",14,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",17,"R",7,"R",19,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"R",1,"R",24
c2003_a.csv:130794,"45.0601",2,5,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",3,"R",3,"R",1,"R",0,"R",7,"R",2,"R",2,"R",1,"R",15,"R",7,"R",2,"R",1,"Z",0,"R",6,"R",1,"R",9,"R",3,"R",22
c2003_a.csv:130794,"45.0901",1,5,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
c2003_a.csv:130794,"45.0901",1,7,"R",7,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",3,"R",7,"R",2,"R",1,"R",13,"R",13,"R",12,"Z",0,"Z",0,"Z",0,"R",1,"R",10,"R",3,"R",26
c2003_a.csv:130794,"45.0901",2,5,"R",2,"R",6,"R",1,"R",1,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",6,"R",7,"R",0,"R",2,"R",11,"R",18,"R",8,"R",2,"Z",0,"R",4,"Z",0,"R",13,"R",2,"R",29
c2003_a.csv:130794,"45.1001",1,5,"R",9,"R",7,"R",3,"R",5,"R",1,"R",0,"R",7,"R",11,"R",6,"R",2,"R",41,"R",37,"R",12,"R",4,"R",79,"R",66,"R",16,"R",8,"R",1,"R",18,"R",8,"R",78,"R",16,"R",145
c2003_a.csv:130794,"45.1001",1,7,"R",1,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",7,"R",1,"R",0,"R",5,"R",12,"R",6,"R",1,"Z",0,"Z",0,"R",1,"R",8,"R",1,"R",17
c2003_a.csv:130794,"45.1001",1,8,"R",4,"R",5,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",5,"R",9,"R",9,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",14
c2003_a.csv:130794,"45.1001",1,9,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",3,"R",1,"R",0,"R",6,"R",5,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"R",5,"R",1,"R",11
c2003_a.csv:130794,"45.1001",2,5,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",2,"R",2,"R",2,"R",0,"R",8,"R",4,"R",0,"R",1,"R",13,"R",8,"Z",0,"R",2,"Z",0,"R",4,"R",2,"R",12,"R",1,"R",21
c2003_a.csv:130794,"45.1101",1,5,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",1,"R",1,"R",1,"R",1,"R",5,"R",3,"R",1,"R",2,"R",8,"R",11,"Z",0,"R",4,"Z",0,"R",2,"R",2,"R",8,"R",3,"R",19
c2003_a.csv:130794,"45.1101",1,7,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
c2003_a.csv:130794,"45.1101",1,8,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",1,"R",3,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",1,"R",4
c2003_a.csv:130794,"45.1101",1,9,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",1,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",3
c2003_a.csv:130794,"50.0501",1,5,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",3,"R",8,"R",2,"R",1,"R",6,"R",13,"R",2,"R",1,"R",1,"Z",0,"R",1,"R",11,"R",3,"R",19
c2003_a.csv:130794,"50.0501",1,7,"R",1,"R",5,"R",2,"R",0,"R",0,"R",0,"R",3,"R",1,"R",3,"R",0,"R",12,"R",28,"R",0,"R",0,"R",21,"R",34,"R",6,"R",2,"Z",0,"R",4,"R",3,"R",40,"Z",0,"R",55
c2003_a.csv:130794,"50.0501",1,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
c2003_a.csv:130794,"50.0501",1,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
c2003_a.csv:130794,"50.0501",2,5,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0,"R",4,"R",6,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",7,"Z",0,"R",10
c2003_a.csv:130794,"50.0602",1,5,"R",0,"R",0,"R",3,"R",4,"R",0,"R",0,"R",1,"R",1,"R",0,"R",3,"R",3,"R",4,"R",2,"R",4,"R",9,"R",16,"Z",0,"R",7,"Z",0,"R",2,"R",3,"R",7,"R",6,"R",25
c2003_a.csv:130794,"50.0602",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
c2003_a.csv:130794,"50.0701",1,5,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",6,"R",12,"R",0,"R",2,"R",6,"R",21,"R",1,"Z",0,"Z",0,"R",3,"R",3,"R",18,"R",2,"R",27
c2003_a.csv:130794,"50.0701",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
c2003_a.csv:130794,"50.0703",1,5,"R",0,"R",1,"R",2,"R",2,"R",0,"R",0,"R",0,"R",3,"R",0,"R",1,"R",2,"R",8,"R",0,"R",1,"R",4,"R",16,"R",1,"R",4,"Z",0,"R",3,"R",1,"R",10,"R",1,"R",20
c2003_a.csv:130794,"50.0703",1,7,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",6,"R",1,"R",1,"R",6,"R",10,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",2,"R",16
c2003_a.csv:130794,"50.0703",1,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3
c2003_a.csv:130794,"50.0703",1,9,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",3,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",4,"Z",0,"R",6
c2003_a.csv:130794,"50.0703",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",2
c2003_a.csv:130794,"50.0799",1,7,"R",2,"R",5,"R",1,"R",1,"R",0,"R",1,"R",2,"R",4,"R",1,"R",1,"R",18,"R",18,"R",1,"R",0,"R",25,"R",30,"R",7,"R",2,"R",1,"R",6,"R",2,"R",36,"R",1,"R",55
c2003_a.csv:130794,"50.0901",1,5,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",2,"R",1,"R",1,"R",7,"R",6,"R",2,"R",1,"R",12,"R",11,"Z",0,"R",1,"Z",0,"R",4,"R",2,"R",13,"R",3,"R",23
c2003_a.csv:130794,"50.0901",1,7,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0,"R",1,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",5
c2003_a.csv:130794,"50.0901",1,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",2
c2003_a.csv:130794,"50.0901",1,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
c2003_a.csv:130794,"50.0901",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",2,"R",0,"R",0,"R",1,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",1,"R",5
c2003_a.csv:130794,"50.0902",1,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
c2003_a.csv:130794,"50.0999",1,7,"R",7,"R",16,"R",0,"R",1,"R",0,"R",0,"R",0,"R",4,"R",1,"R",0,"R",26,"R",8,"R",10,"R",3,"R",44,"R",32,"R",23,"R",1,"Z",0,"R",4,"R",1,"R",34,"R",13,"R",76
c2003_a.csv:130794,"50.0999",1,8,"R",6,"R",9,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",1,"R",1,"R",3,"R",1,"R",0,"R",0,"R",10,"R",13,"R",15,"R",1,"Z",0,"R",1,"R",2,"R",4,"Z",0,"R",23
c2003_a.csv:130794,"50.0999",1,9,"R",2,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",1,"R",1,"R",0,"R",6,"R",3,"R",2,"R",1,"Z",0,"R",1,"Z",0,"R",4,"R",1,"R",9
c2003_a.csv:130794,"51.0912",1,6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
c2003_a.csv:130794,"51.0912",1,7,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",1,"R",12,"R",19,"R",0,"R",0,"R",12,"R",23,"R",1,"Z",0,"Z",0,"R",2,"R",1,"R",31,"Z",0,"R",35
c2003_a.csv:130794,"51.1201",1,10,"R",2,"R",6,"R",4,"R",2,"R",0,"R",0,"R",18,"R",7,"R",3,"R",2,"R",26,"R",16,"R",8,"R",3,"R",61,"R",36,"R",8,"R",6,"Z",0,"R",25,"R",5,"R",42,"R",11,"R",97
c2003_a.csv:130794,"51.1401",1,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1
c2003_a.csv:130794,"51.1601",1,7,"R",0,"R",2,"R",0,"R",4,"R",0,"R",2,"R",1,"R",3,"R",0,"R",1,"R",3,"R",65,"R",0,"R",1,"R",4,"R",78,"R",2,"R",4,"R",2,"R",4,"R",1,"R",68,"R",1,"R",82
c2003_a.csv:130794,"51.1601",1,8,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",3,"R",45,"R",0,"R",1,"R",3,"R",51,"Z",0,"R",1,"Z",0,"R",4,"Z",0,"R",48,"R",1,"R",54
c2003_a.csv:130794,"51.1601",1,9,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",5
c2003_a.csv:130794,"51.2201",1,7,"R",5,"R",11,"R",2,"R",9,"R",1,"R",0,"R",11,"R",21,"R",1,"R",2,"R",17,"R",43,"R",2,"R",4,"R",39,"R",90,"R",16,"R",11,"R",1,"R",32,"R",3,"R",60,"R",6,"R",129
c2003_a.csv:130794,"51.2201",1,8,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",4
c2003_a.csv:130794,"51.2201",1,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",3,"R",1,"R",1,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",6
c2003_a.csv:130794,"52.0101",1,7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",8,"R",0,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",8
c2003_a.csv:130794,"52.0101",1,8,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",4,"R",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",4
c2003_a.csv:130794,"52.0101",1,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1
c2003_a.csv:130794,"52.0299",1,7,"R",72,"R",20,"R",3,"R",2,"R",0,"R",0,"R",17,"R",14,"R",4,"R",2,"R",55,"R",13,"R",14,"R",10,"R",165,"R",61,"R",92,"R",5,"Z",0,"R",31,"R",6,"R",68,"R",24,"R",226
c2003_a.csv:130794,"52.1101",1,7,"R",10,"R",12,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",11,"R",14,"R",22,"Z",0,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",25
c2003_a.csv:130794,"54.0101",1,5,"R",6,"R",3,"R",5,"R",5,"R",0,"R",0,"R",11,"R",13,"R",4,"R",8,"R",68,"R",57,"R",8,"R",12,"R",102,"R",98,"R",9,"R",10,"Z",0,"R",24,"R",12,"R",125,"R",20,"R",200
c2003_a.csv:130794,"54.0101",1,7,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",5,"R",4,"R",2,"R",4,"R",7,"R",13,"R",2,"R",2,"Z",0,"R",1,"Z",0,"R",9,"R",6,"R",20
c2003_a.csv:130794,"54.0101",1,8,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",3,"R",2,"R",2,"R",5,"R",7,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"R",6,"R",4,"R",12
c2003_a.csv:130794,"54.0101",1,9,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",6,"R",3,"R",1,"R",4,"R",9,"R",7,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",9,"R",5,"R",16
c2003_a.csv:130794,"54.0101",2,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",1,"R",0,"R",2,"R",4,"R",0,"R",0,"R",4,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",6,"Z",0,"R",9
c2003_a.csv:130794,"99",1,5,"R",45,"R",38,"R",39,"R",64,"R",9,"R",4,"R",91,"R",97,"R",40,"R",45,"R",379,"R",366,"R",85,"R",78,"R",688,"R",692,"R",83,"R",103,"R",13,"R",188,"R",85,"R",745,"R",163,"R",1380
c2003_a.csv:130794,"99",1,6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
c2003_a.csv:130794,"99",1,7,"R",230,"R",153,"R",14,"R",32,"R",1,"R",3,"R",48,"R",61,"R",13,"R",10,"R",311,"R",334,"R",50,"R",56,"R",667,"R",649,"R",383,"R",46,"R",4,"R",109,"R",23,"R",645,"R",106,"R",1316
c2003_a.csv:130794,"99",1,8,"R",40,"R",40,"R",1,"R",6,"R",0,"R",0,"R",4,"R",7,"R",4,"R",3,"R",39,"R",78,"R",16,"R",14,"R",104,"R",148,"R",80,"R",7,"Z",0,"R",11,"R",7,"R",117,"R",30,"R",252
c2003_a.csv:130794,"99",1,9,"R",62,"R",40,"R",2,"R",6,"R",0,"R",0,"R",5,"R",15,"R",5,"R",5,"R",73,"R",64,"R",27,"R",13,"R",174,"R",143,"R",102,"R",8,"Z",0,"R",20,"R",10,"R",137,"R",40,"R",317
c2003_a.csv:130794,"99",1,10,"R",9,"R",16,"R",19,"R",13,"R",0,"R",1,"R",30,"R",28,"R",13,"R",11,"R",108,"R",107,"R",12,"R",8,"R",191,"R",184,"R",25,"R",32,"R",1,"R",58,"R",24,"R",215,"R",20,"R",375
c2003_a.csv:130794,"99",2,5,"R",7,"R",9,"R",6,"R",8,"R",0,"R",0,"R",25,"R",17,"R",8,"R",3,"R",48,"R",39,"R",9,"R",7,"R",103,"R",83,"R",16,"R",14,"Z",0,"R",42,"R",11,"R",87,"R",16,"R",186
c2004_a.csv:130794,1,"03.0188",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",2,"R",3,"R",0,"R",2,"R",3,"R",6,"R",0,"R",0,"R",0,"R",2,"R",0,"R",5,"R",2,"R",9
