unitid,cipcode,awlevel,crace01,crace02,crace03,crace04,crace05,crace06,crace07,crace08,crace09,crace10,crace11,crace12,crace15,crace16,bal_m,bal_w
101514,100000,3,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0
101514,110000,3,0,0,1,1,0,0,0,0,0,0,28,61,29,62,0,0
101514,120000,2,0,0,1,6,0,1,0,0,0,0,1,34,2,41,0,0
101514,130000,3,0,0,4,1,0,0,0,0,0,0,22,36,26,37,0,0
101514,140000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101514,150000,3,0,0,1,0,0,0,0,0,0,0,15,1,16,1,0,0
101514,170000,2,0,0,0,6,0,0,0,0,0,0,0,49,0,55,0,0
101514,170000,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0
101514,180000,3,0,0,1,3,0,0,1,0,0,0,8,61,10,64,0,0
101514,220000,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
101514,260000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101514,270000,3,0,0,0,0,0,0,0,0,0,0,7,1,7,1,0,0
101514,290000,3,0,0,8,0,0,0,0,0,0,0,15,0,23,0,0,0
101514,400000,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101514,410000,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101514,450000,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
101514,460000,2,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0
101514,460000,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
101514,470000,2,0,0,11,0,0,0,0,0,0,0,34,0,45,0,0,0
101514,470000,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101514,480000,2,0,0,9,1,0,0,0,0,0,0,57,2,66,3,0,0
101514,480000,3,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0,0
101514,490000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101514,500000,3,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0
101514,990000,2,0,0,21,17,1,1,0,0,0,0,107,107,129,125,0,0
101514,990000,3,1,0,16,14,0,0,2,1,0,0,146,265,165,280,0,0
101523,70000,2,0,0,0,13,0,0,0,0,0,0,0,22,0,35,0,0
101523,70000,3,0,0,1,0,0,0,0,0,0,0,16,11,17,11,0,0
101523,120000,2,0,0,17,31,0,0,0,1,0,0,3,54,20,86,0,0
101523,470000,2,0,0,26,0,0,0,0,0,0,0,39,0,65,0,0,0
101523,470000,3,0,0,0,0,0,0,0,0,0,0,32,1,32,1,0,0
101523,480000,2,0,0,17,2,0,0,0,1,0,0,15,4,32,7,0,0
101523,480000,3,0,0,0,1,0,0,1,0,0,0,8,4,9,5,0,0
101523,990000,2,0,0,60,46,0,0,0,2,0,0,57,80,117,128,0,0
101523,990000,3,0,0,1,1,0,0,1,0,0,0,56,16,58,17,0,0
101541,40000,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
101541,60000,5,0,0,0,1,0,9,0,0,0,0,0,0,0,10,0,0
101541,90000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101541,130000,5,0,0,0,1,0,0,0,0,0,0,0,6,0,7,0,0
101541,190000,5,0,0,0,1,0,0,0,0,0,0,0,9,0,10,0,0
101541,230000,5,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
101541,260000,5,0,0,0,1,0,0,0,0,0,0,0,5,0,6,0,0
101541,270000,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
101541,380000,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
101541,400000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101541,420000,5,0,0,0,0,0,0,0,0,0,1,0,6,0,7,0,0
101541,450000,5,0,0,0,3,0,0,0,0,0,0,0,2,0,5,0,0
101541,500000,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
101541,990000,5,0,0,0,8,0,9,0,0,0,1,0,46,0,64,0,0
101569,60000,3,0,0,3,10,0,0,0,0,0,0,0,0,3,10,0,0
101569,70000,2,0,0,1,12,0,0,0,0,0,0,0,0,1,12,0,0
101569,70000,3,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0
101569,100000,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101569,110000,2,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0
101569,110000,3,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0
101569,120000,2,0,0,5,11,0,0,0,0,0,0,0,0,5,11,0,0
101569,130000,3,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0
101569,170000,1,0,0,1,9,0,0,0,0,0,0,0,0,1,9,0,0
101569,170000,3,0,0,1,6,0,0,0,0,0,0,0,0,1,6,0,0
101569,180000,3,0,0,1,15,0,0,0,0,0,0,0,4,1,19,0,0
101569,200000,2,0,0,4,15,0,0,0,0,0,0,0,0,4,15,0,0
101569,200000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
101569,230000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101569,240000,3,0,0,4,15,0,0,0,0,0,0,0,0,4,15,0,0
101569,310000,3,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0
101569,420000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101569,430000,3,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0
101569,440000,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
101569,450000,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101569,460000,2,0,0,34,0,0,0,0,0,0,0,1,0,35,0,0,0
101569,470000,2,0,0,9,0,0,0,0,0,0,0,1,0,10,0,0,0
101569,480000,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
101569,990000,1,0,0,1,9,0,0,0,0,0,0,0,0,1,9,0,0
101569,990000,2,0,0,55,43,0,0,0,0,0,0,2,0,57,43,0,0
101569,990000,3,0,0,37,79,0,0,0,0,0,0,0,4,37,83,0,0
101587,60000,5,0,0,2,10,0,0,0,0,0,0,16,14,18,24,0,0
101587,70000,3,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
101587,110000,5,1,0,3,13,0,0,0,0,0,0,15,9,19,22,0,0
101587,130000,5,0,0,2,5,0,0,0,0,0,0,13,21,15,26,0,0
101587,130000,7,0,0,1,11,0,0,0,0,0,0,5,26,6,37,0,0
101587,180000,3,0,0,0,2,0,0,0,0,0,0,1,19,1,21,0,0
101587,230000,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
101587,260000,5,0,1,1,1,0,0,0,0,0,0,6,0,7,2,0,0
101587,270000,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101587,300000,5,1,1,1,1,0,0,0,0,0,0,10,2,12,4,0,0
101587,400000,5,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
101587,450000,5,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0
101587,990000,3,0,0,0,3,0,0,0,0,0,0,1,22,1,25,0,0
101587,990000,5,3,2,9,30,0,0,0,0,0,0,65,49,77,81,0,0
101587,990000,7,0,0,1,11,0,0,0,0,0,0,5,26,6,37,0,0
101602,30000,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
101602,60000,3,0,0,1,0,0,0,0,0,0,0,1,10,2,10,0,0
101602,70000,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
101602,70000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
101602,110000,3,0,0,0,0,0,0,0,0,0,0,7,6,7,6,0,0
101602,240000,3,0,0,1,7,0,0,0,0,0,0,22,41,23,48,0,0
101602,990000,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
101602,990000,3,0,0,2,8,0,0,0,0,0,0,34,58,36,66,0,0
101648,240000,3,0,0,3,0,0,0,0,0,0,0,86,0,89,0,0,0
101648,990000,3,0,0,3,0,0,0,0,0,0,0,86,0,89,0,0,0
101675,60000,5,8,0,17,21,0,0,0,0,0,0,0,0,25,21,0,0
101675,90000,5,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0
101675,130000,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
101675,230000,5,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0
101675,440000,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101675,450000,5,2,0,11,9,0,0,0,0,0,0,0,0,13,9,0,0
101675,500000,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101675,990000,5,10,0,34,39,0,0,0,0,0,0,0,0,44,39,0,0
101693,60000,5,1,0,2,1,0,0,0,0,0,0,8,8,11,9,0,0
101693,110000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101693,130000,5,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,0
101693,180000,3,0,0,0,3,0,0,0,0,0,0,11,87,11,90,0,0
101693,180000,5,0,0,0,3,0,0,0,1,0,0,2,19,2,23,0,0
101693,230000,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
101693,260000,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101693,270000,5,0,0,0,2,0,0,0,0,0,0,5,3,5,5,0,0
101693,380000,5,1,0,1,0,0,0,0,0,0,0,15,0,17,0,0,0
101693,420000,5,0,0,0,3,0,0,0,0,0,0,3,5,3,8,0,0
101693,450000,5,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0
101693,500000,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0
101693,990000,3,0,0,0,3,0,0,0,0,0,0,11,87,11,90,0,0
101693,990000,5,2,0,3,11,0,0,0,1,0,0,38,49,43,61,0,0
101709,40000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101709,60000,5,3,1,1,2,0,0,0,0,0,0,34,33,38,36,0,0
101709,80000,5,0,0,0,2,0,0,0,0,0,0,0,13,0,15,0,0
101709,90000,5,0,1,2,0,0,0,0,0,0,0,10,16,12,17,0,0
101709,90000,7,1,1,0,2,0,0,0,0,0,0,1,1,2,4,0,0
101709,130000,5,0,0,2,5,0,0,0,0,1,0,15,77,18,82,0,0
101709,130000,7,0,0,0,0,0,0,0,0,0,0,18,38,18,38,0,0
101709,170000,5,0,0,0,1,0,0,0,0,0,0,1,14,1,15,0,0
101709,170000,7,0,0,0,0,0,0,0,0,0,0,2,18,2,18,0,0
101709,190000,5,0,0,0,1,0,0,0,0,0,0,0,12,0,13,0,0
101709,230000,5,0,0,0,0,0,0,0,0,0,0,4,11,4,11,0,0
101709,230000,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
101709,260000,5,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0
101709,270000,5,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0
101709,400000,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0
101709,420000,5,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,0
101709,440000,5,0,0,0,2,0,0,0,0,0,0,0,9,0,11,0,0
101709,450000,5,0,1,0,0,0,0,0,0,0,0,5,6,5,7,0,0
101709,500000,5,1,0,1,5,0,0,0,0,0,0,12,24,14,29,0,0
101709,500000,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
101709,990000,5,4,3,6,18,0,0,0,0,1,0,91,233,102,254,0,0
101709,990000,7,1,1,0,2,0,0,0,0,0,0,24,63,25,66,0,0
101736,70000,2,0,0,0,6,0,0,0,0,0,0,1,35,1,41,0,0
101736,110000,2,0,0,0,3,0,0,0,0,0,0,6,16,6,19,0,0
101736,120000,2,0,0,2,12,0,0,0,0,0,0,1,24,3,36,0,0
101736,150000,2,0,0,4,0,0,0,0,0,0,0,23,0,27,0,0,0
101736,150000,3,0,0,8,0,0,0,0,0,0,0,41,1,49,1,0,0
101736,170000,1,0,0,2,0,0,0,0,0,0,0,20,22,22,22,0,0
101736,170000,2,0,0,0,4,0,0,0,0,0,0,1,33,1,37,0,0
101736,460000,2,0,0,9,0,0,0,0,0,0,0,1,0,10,0,0,0
101736,470000,2,0,0,4,0,0,0,0,0,0,0,12,0,16,0,0,0
101736,480000,2,0,0,7,1,0,0,0,0,0,1,47,5,54,7,0,0
101736,990000,1,0,0,2,0,0,0,0,0,0,0,20,22,22,22,0,0
101736,990000,2,0,0,26,26,0,0,0,0,0,1,92,113,118,140,0,0
101736,990000,3,0,0,8,0,0,0,0,0,0,0,41,1,49,1,0,0
101745,60000,2,0,0,1,5,0,0,0,0,0,0,0,21,1,26,0,0
101745,70000,1,0,0,0,1,0,0,0,0,0,0,1,8,1,9,0,0
101745,70000,2,0,0,0,18,0,0,0,0,0,0,0,14,0,32,0,0
101745,110000,2,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0
101745,120000,2,0,0,0,4,0,0,0,0,0,0,0,21,0,25,0,0
101745,150000,2,0,0,6,0,0,0,0,0,0,0,15,2,23,2,2,0
101745,150000,3,0,0,1,0,0,0,0,0,0,0,6,0,7,0,0,0
101745,170000,2,0,0,0,10,0,0,0,0,0,0,3,34,3,44,0,0
101745,470000,2,0,0,10,0,0,0,0,0,0,0,16,0,26,0,0,0
101745,480000,2,0,0,14,0,0,0,0,0,0,0,29,5,43,5,0,0
101745,480000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101745,990000,1,0,0,0,1,0,0,0,0,0,0,1,8,1,9,0,0
101745,990000,2,0,0,31,37,0,0,0,0,0,0,65,102,98,139,2,0
101745,990000,3,0,0,1,0,0,0,0,0,0,0,6,1,7,1,0,0
101754,70000,2,0,0,0,3,0,0,0,0,0,0,22,64,22,67,0,0
101754,120000,2,0,0,0,2,0,0,0,0,0,0,6,34,6,36,0,0
101754,150000,2,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0
101754,170000,1,0,0,0,0,0,0,0,0,0,0,13,7,13,7,0,0
101754,170000,2,0,0,0,2,0,0,0,0,0,0,2,72,2,74,0,0
101754,470000,2,0,0,2,0,0,0,0,0,0,0,23,0,25,0,0,0
101754,480000,2,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0
101754,990000,1,0,0,0,0,0,0,0,0,0,0,13,7,13,7,0,0
101754,990000,2,0,0,2,7,0,0,0,0,0,0,71,170,73,177,0,0
101806,60000,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0
101806,70000,2,0,0,0,2,0,0,0,0,0,0,0,4,0,6,0,0
101806,150000,2,0,0,47,1,0,0,0,0,0,0,28,4,75,5,0,0
101806,990000,2,0,0,47,3,0,0,0,0,0,0,30,9,77,12,0,0
101879,40000,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
101879,60000,5,0,0,5,12,0,0,1,0,0,0,149,133,155,145,0,0
101879,60000,7,1,0,0,0,0,0,0,1,0,0,15,7,16,8,0,0
101879,70000,5,0,0,0,3,0,0,0,0,0,0,0,14,0,17,0,0
101879,80000,5,0,0,1,0,0,0,0,0,0,0,0,10,1,10,0,0
101879,90000,5,0,0,1,2,0,0,0,0,0,0,11,3,12,5,0,0
101879,110000,5,0,0,0,0,0,0,0,0,0,0,7,3,7,3,0,0
101879,130000,5,0,0,3,1,0,0,0,0,0,0,27,91,30,92,0,0
101879,130000,7,0,0,2,4,0,0,0,0,0,1,20,104,22,109,0,0
101879,160000,5,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0
101879,180000,5,0,0,0,2,0,0,0,0,0,0,7,56,7,58,0,0
101879,190000,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
101879,230000,5,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0
101879,260000,5,0,0,2,2,0,0,0,0,0,0,17,12,19,14,0,0
101879,260000,7,0,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0
101879,270000,5,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0
101879,400000,5,0,0,1,0,0,0,0,0,0,0,7,7,8,7,0,0
101879,420000,5,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0
101879,430000,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101879,440000,5,0,0,1,3,0,0,0,0,0,0,1,20,2,23,0,0
101879,450000,5,0,0,1,2,1,0,0,0,0,0,30,13,32,15,0,0
101879,480000,5,0,0,0,0,0,0,0,0,0,0,5,2,5,2,0,0
101879,500000,5,0,0,0,1,0,0,0,0,0,0,13,21,13,22,0,0
101879,990000,5,0,0,16,28,1,0,1,0,0,0,287,412,305,440,0,0
101879,990000,7,1,0,3,4,0,0,0,1,0,1,37,112,41,118,0,0
101897,60000,3,0,0,0,0,0,0,0,0,0,0,8,3,8,3,0,0
101897,70000,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
101897,110000,3,0,0,2,0,0,0,0,0,0,0,8,18,10,18,0,0
101897,150000,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
101897,170000,3,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0
101897,240000,3,0,0,2,0,0,0,0,0,0,0,22,39,24,39,0,0
101897,430000,3,0,0,0,0,0,0,0,0,0,0,5,1,5,1,0,0
101897,990000,3,0,0,4,0,0,0,0,0,0,0,46,74,50,74,0,0
101903,60000,3,0,0,0,2,0,0,0,0,0,0,11,20,11,22,0,0
101903,70000,2,0,0,0,1,0,0,0,0,0,0,0,9,0,10,0,0
101903,70000,3,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,0
101903,110000,3,0,0,0,2,0,0,0,0,0,0,4,7,4,9,0,0
101903,130000,3,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,0
101903,140000,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101903,150000,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
101903,170000,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
101903,180000,3,0,0,0,1,0,0,0,0,0,0,3,39,3,40,0,0
101903,220000,3,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0
101903,240000,3,0,0,2,0,0,0,0,0,0,0,5,9,7,9,0,0
101903,270000,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
101903,460000,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
101903,500000,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
101903,990000,2,0,0,0,1,0,0,0,0,0,0,0,9,0,10,0,0
101903,990000,3,0,0,2,6,0,0,0,0,0,0,34,97,36,103,0,0
101912,60000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
101912,60000,5,10,2,15,24,0,0,0,0,0,0,0,0,25,26,0,0
101912,70000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101912,70000,5,0,1,0,5,0,0,0,0,0,0,0,0,0,6,0,0
101912,90000,3,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0
101912,90000,5,1,1,6,7,0,0,0,0,0,0,0,0,7,8,0,0
101912,110000,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101912,130000,5,1,3,3,21,0,0,0,0,0,0,0,0,4,24,0,0
101912,180000,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0
101912,180000,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
101912,190000,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0
101912,190000,5,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0
101912,230000,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
101912,260000,5,1,0,10,6,0,0,0,0,0,0,0,0,11,6,0,0
101912,270000,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
101912,380000,5,0,0,8,2,0,0,0,0,0,0,0,0,8,2,0,0
101912,390000,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
101912,390000,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
101912,390000,5,7,0,22,1,0,0,0,0,0,0,0,0,29,1,0,0
101912,400000,5,0,1,2,4,0,0,0,0,0,0,0,0,2,5,0,0
101912,420000,5,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0
101912,440000,5,1,1,2,6,0,0,0,0,0,0,0,0,3,7,0,0
101912,450000,5,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0
101912,500000,3,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
101912,500000,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101912,990000,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
101912,990000,3,2,2,5,22,0,0,0,0,0,0,0,0,7,24,0,0
101912,990000,5,24,11,70,87,0,0,0,0,0,0,0,0,94,98,0,0
101949,30000,3,0,0,0,1,0,0,0,0,0,0,12,0,12,1,0,0
101949,60000,3,0,0,0,2,0,0,0,0,0,0,2,1,2,3,0,0
101949,70000,3,0,0,0,1,0,0,0,0,0,0,0,6,0,7,0,0
101949,110000,3,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,0
101949,130000,3,0,0,0,0,0,0,0,0,0,0,1,6,1,6,0,0
101949,170000,3,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0
101949,240000,3,0,0,1,3,0,0,0,0,0,0,5,11,6,14,0,0
101949,990000,3,0,0,2,7,0,0,0,0,0,0,23,28,25,35,0,0
101967,150000,3,0,0,94,5,0,0,3,0,0,0,251,6,348,11,0,0
101967,990000,3,0,0,94,5,0,0,3,0,0,0,251,6,348,11,0,0
101994,70000,1,0,0,2,6,0,0,0,0,0,0,6,27,8,33,0,0
101994,70000,2,0,0,0,4,0,0,0,0,0,0,0,13,0,17,0,0
101994,120000,2,0,0,0,4,0,0,0,0,0,0,2,9,2,13,0,0
101994,170000,2,0,0,0,19,0,0,0,0,0,0,1,26,1,45,0,0
101994,460000,2,0,0,7,0,0,0,0,0,0,0,2,0,9,0,0,0
101994,470000,2,0,0,14,0,0,0,0,0,0,0,29,2,43,2,0,0
101994,480000,2,0,0,3,3,0,0,0,0,0,0,8,0,11,3,0,0
101994,490000,1,0,0,9,0,0,0,0,0,0,0,33,1,42,1,0,0
101994,990000,1,0,0,11,6,0,0,0,0,0,0,39,28,50,34,0,0
101994,990000,2,0,0,24,30,0,0,0,0,0,0,42,50,66,80,0,0
102030,60000,3,0,0,5,15,0,0,0,0,0,0,0,0,5,15,0,0
102030,70000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
102030,110000,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
102030,120000,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0
102030,130000,3,0,0,1,21,0,0,0,0,0,0,0,5,1,26,0,0
102030,140000,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
102030,150000,3,0,0,7,9,0,0,0,0,0,0,0,0,7,9,0,0
102030,170000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
102030,180000,3,0,0,3,21,0,0,1,0,0,0,1,17,5,38,0,0
102030,220000,3,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0
102030,230000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
102030,410000,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
102030,450000,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
102030,490000,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
102030,990000,3,0,0,26,76,0,0,2,0,0,0,1,22,29,98,0,0
102049,40000,5,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0
102049,60000,5,0,1,1,2,1,0,0,0,0,0,52,26,54,29,0,0
102049,60000,7,0,0,10,2,0,0,1,2,0,0,39,19,50,23,0,0
102049,70000,5,0,0,0,1,0,0,0,0,0,0,2,5,2,6,0,0
102049,80000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
102049,90000,5,0,0,0,0,0,1,0,0,0,0,3,0,3,1,0,0
102049,110000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
102049,110000,5,0,0,2,1,0,0,0,0,0,0,7,3,9,4,0,0
102049,130000,5,0,0,3,2,0,0,0,0,0,1,14,27,17,30,0,0
102049,130000,7,0,0,0,2,0,0,0,0,0,0,3,13,3,15,0,0
102049,160000,5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
102049,170000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
102049,180000,3,0,0,0,4,0,1,0,1,0,0,2,92,2,98,0,0
102049,180000,5,0,0,4,7,0,0,2,1,0,0,35,65,41,73,0,0
102049,190000,5,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
102049,200000,5,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0
102049,220000,3,0,0,0,2,0,0,0,0,0,0,1,20,1,22,0,0
102049,220000,5,0,0,0,1,0,0,0,0,0,0,1,9,1,10,0,0
102049,220101,10,0,0,7,2,1,0,3,0,0,0,166,56,177,58,0,0
102049,230000,5,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0
102049,230000,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
102049,260000,5,0,0,1,0,0,0,1,0,0,0,8,4,10,4,0,0
102049,260000,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
102049,270000,5,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,0
102049,300000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
102049,300000,5,0,0,2,1,0,0,0,0,0,0,12,1,14,2,0,0
102049,300000,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
102049,380000,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
102049,380000,5,0,0,4,0,0,0,0,0,0,0,19,4,23,4,0,0
102049,380000,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
102049,390000,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
102049,390000,5,0,0,0,0,0,0,0,0,0,0,19,6,19,6,0,0
102049,400000,5,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0
102049,420000,5,0,0,0,0,0,0,0,0,0,0,1,10,1,10,0,0
102049,430000,5,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
102049,440000,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
102049,440000,5,0,0,4,1,0,0,1,0,0,0,12,9,17,10,0,0
102049,450000,5,0,0,1,2,0,1,0,0,0,0,8,8,9,11,0,0
102049,450000,7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
102049,500000,5,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,0
102049,990000,3,0,0,0,7,0,1,0,1,0,0,5,117,5,126,0,0
102049,990000,5,0,1,22,20,1,2,4,2,0,2,210,211,237,238,0,0
102049,990000,7,0,0,10,4,1,0,1,2,0,0,47,33,59,39,0,0
102049,990000,10,0,0,7,2,1,0,3,0,0,0,166,56,177,58,0,0
102058,70000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
102058,130000,3,0,0,25,19,0,0,0,0,0,0,0,0,25,19,0,0
102058,390000,3,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0
102058,990000,3,0,0,41,22,0,0,0,0,0,0,0,0,41,22,0,0
102067,60000,3,0,0,0,2,0,0,0,0,0,0,7,5,7,7,0,0
102067,70000,1,0,0,1,14,0,0,0,0,0,0,8,38,9,52,0,0
102067,70000,3,0,0,0,3,0,0,0,0,0,0,0,8,0,11,0,0
102067,120000,1,0,0,1,25,0,0,0,1,0,0,3,36,4,62,0,0
