unitid,"cipcode",awlevel,crace01,crace02,crace03,crace04,crace05,crace06,crace07,crace08,crace09,crace10,crace11,crace12,bal_m,bal_w,crace15,crace16
234827,"06.0000",7,0,0,,,,,,,,,1,6,0,0,1,6
234827,"07.0000",5,0,0,0,0,0,0,,2,0,0,11,37,0,0,11,39
234827,"08.0000",5,0,0,0,0,0,0,,1,,1,4,15,0,0,4,17
234827,"09.0000",5,0,0,1,,0,0,1,4,2,1,26,27,0,0,30,32
234827,"11.0000",5,0,0,0,0,0,0,1,,0,0,12,5,0,0,13,5
234827,"13.0000",5,,,2,,2,,1,,3,4,48,209,0,0,56,213
234827,"13.0000",7,1,0,0,1,0,1,,,1,3,31,66,0,0,33,71
234827,"15.0000",5,0,0,1,,0,0,2,1,0,0,35,2,1,0,39,3
234827,"16.0000",5,0,0,0,0,0,0,0,0,1,1,2,14,0,0,3,15
234827,"17.0000",5,0,0,1,,,1,0,0,0,0,9,23,0,0,10,24
234827,"19.0000",5,0,0,0,0,0,0,0,0,0,0,2,16,0,0,2,16
234827,"19.0000",7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
234827,"23.0000",5,,,0,0,0,0,0,0,0,0,4,10,0,0,4,10
234827,"23.0000",7,1,,0,0,0,0,0,0,0,0,1,5,0,0,2,5
234827,"24.0000",5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
234827,"26.0000",5,0,0,0,0,0,0,0,0,0,0,31,13,0,0,31,13
234827,"26.0000",7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
234827,"27.0000",5,0,0,0,0,0,0,2,1,1,,20,11,0,0,23,12
234827,"27.0000",7,0,0,0,0,0,0,,,,,0,3,0,0,0,3
234827,"28.0000",5,0,0,0,0,0,0,0,0,0,0,1,,0,,1,
234827,"30.0000",5,,,0,0,0,0,,1,1,,20,20,0,0,21,21
234827,"30.0000",7,2,1,0,0,0,0,,,,,2,,0,0,4,1
234827,"31.0000",5,0,0,1,,0,0,0,0,0,0,13,10,0,0,14,10
234827,"38.0000",5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
234827,"40.0000",5,,,0,0,0,0,0,0,0,0,13,4,0,0,13,4
234827,"40.0000",7,1,,0,0,0,0,0,0,0,0,,,0,,1,
234827,"42.0000",5,0,0,0,0,0,0,1,,0,0,13,34,0,0,14,34
234827,"42.0000",7,0,0,0,0,0,0,,,0,0,2,4,0,0,2,4
234827,"43.0000",5,0,0,4,,1,1,,2,3,,34,26,0,0,42,29
234827,"45.0000",5,0,0,1,,,2,2,,,2,71,42,0,0,74,46
234827,"49.0000",5,0,0,0,0,0,0,3,,0,0,24,,0,,27,
234827,"50.0000",5,,,0,0,0,0,0,0,1,,23,28,0,0,24,28
234827,"50.0000",7,,1,0,0,0,0,0,0,,,7,5,0,0,7,6
234827,"99.0000",5,,,14,5,4,6,23,25,15,11,694,809,1,0,751,856
234827,"99.0000",7,5,2,0,1,0,1,,,1,3,46,95,0,0,52,102
234845,"03.0000",3,0,0,0,0,0,0,1,0,0,0,6,2,0,0,7,2
234845,"06.0000",3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2
234845,"07.0000",2,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,17
234845,"07.0000",3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
234845,"11.0000",2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
234845,"11.0000",3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
234845,"15.0000",3,0,0,0,0,0,0,0,0,0,0,13,1,0,0,13,1
234845,"17.0000",2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
234845,"17.0000",3,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,9
234845,"22.0000",2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
234845,"22.0000",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
234845,"24.0000",3,0,0,1,0,0,0,0,1,0,1,54,78,1,3,56,83
234845,"47.0000",3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0
234845,"48.0000",3,0,0,0,0,0,0,0,0,0,1,2,4,0,0,2,5
234845,"99.0000",2,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,28
234845,"99.0000",3,0,0,1,0,0,0,1,1,0,3,83,104,1,3,86,111
234915,"06.0000",1,0,0,0,0,0,0,1,,0,0,2,1,0,0,3,1
234915,"06.0000",3,0,0,0,0,0,0,1,,0,0,2,1,1,0,4,1
234915,"06.0000",5,1,,10,11,,,1,2,3,1,36,46,2,2,53,62
234915,"06.0000",6,,,1,,,,1,,,,2,1,0,0,4,1
234915,"06.0000",7,10,2,8,5,1,2,7,2,,,81,32,8,2,115,45
234915,"07.0000",2,0,0,0,0,0,0,0,0,0,0,,1,,0,,1
234915,"11.0000",3,1,,0,0,0,0,0,0,0,0,,1,0,0,1,1
234915,"11.0000",5,4,1,0,0,0,0,0,0,1,,6,2,0,0,11,3
234915,"11.0000",6,,,0,0,0,0,0,0,,,1,,0,,1,
234915,"15.0000",7,2,,0,0,0,0,2,,0,0,12,,0,,16,
234915,"18.0000",5,0,0,0,0,0,0,,1,0,0,3,18,1,2,4,21
234915,"18.0000",6,0,0,0,0,0,0,,,0,0,,5,,0,,5
234915,"18.0000",7,0,0,0,0,0,0,,,0,0,4,6,0,0,4,6
234915,"22.0000",3,0,0,0,0,0,0,0,0,0,0,,1,,0,,1
234915,"22.0000",5,0,0,0,0,0,0,0,0,0,0,5,2,-1,1,4,3
234915,"24.0000",3,0,0,30,3,2,,7,1,13,1,179,20,10,2,241,27
234915,"24.0000",5,1,,0,0,0,0,0,0,0,0,4,2,0,0,5,2
234915,"29.0000",5,0,0,0,0,0,0,0,0,0,0,1,,0,,1,
234915,"42.0000",7,0,0,0,0,0,0,0,0,0,0,1,12,0,3,1,15
234915,"43.0000",5,0,0,0,0,0,0,0,0,0,0,6,,0,,6,
234915,"44.0000",7,1,,,1,0,0,1,,0,0,3,1,0,0,5,2
234915,"99.0000",1,,,,,,,1,,,,2,1,0,0,3,1
234915,"99.0000",2,,,,,,,,,,,,1,,0,,1
234915,"99.0000",3,1,,30,3,2,,8,1,13,1,181,23,11,2,246,30
234915,"99.0000",5,6,1,10,11,,,1,3,4,1,61,70,2,5,84,91
234915,"99.0000",6,,,1,,,,1,,,,3,6,0,0,5,6
234915,"99.0000",7,13,2,8,6,1,2,10,2,,,101,51,8,5,141,68
234933,"01.0000",2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
234933,"01.0000",3,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,8
234933,"06.0000",1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
234933,"06.0000",3,0,0,0,0,0,0,0,0,0,0,12,20,0,0,12,20
234933,"07.0000",2,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,17
234933,"07.0000",3,0,0,0,1,0,0,0,0,0,2,4,28,0,0,4,31
234933,"08.0000",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
234933,"08.0000",3,0,0,1,0,0,0,0,0,0,0,2,5,0,0,3,5
234933,"09.0000",3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0
234933,"11.0000",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
234933,"11.0000",3,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,2
234933,"15.0000",3,0,0,0,0,0,0,0,0,0,0,14,1,0,0,14,1
234933,"17.0000",2,0,0,0,0,0,2,0,0,0,0,7,17,0,0,7,19
234933,"17.0000",3,0,0,0,0,0,0,0,1,0,0,2,19,0,0,2,20
234933,"18.0000",3,0,0,0,0,0,4,0,1,0,0,6,36,0,0,6,41
234933,"20.0000",2,0,0,0,0,0,2,0,0,0,0,15,17,0,0,15,19
234933,"20.0000",3,0,0,0,0,0,0,0,0,0,0,3,17,0,0,3,17
234933,"22.0000",2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,12
234933,"22.0000",3,0,0,0,0,0,1,0,0,0,0,2,5,0,0,2,6
234933,"23.0000",3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
234933,"24.0000",3,2,0,2,0,1,1,2,1,0,2,89,159,3,0,99,163
234933,"41.0000",3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
234933,"43.0000",3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,3
234933,"47.0000",2,0,0,0,0,0,0,0,0,1,0,6,1,0,0,7,1
234933,"47.0000",3,0,0,0,0,0,0,0,0,0,0,12,1,0,0,12,1
234933,"48.0000",2,0,0,0,0,0,0,2,1,0,0,12,2,0,0,14,3
234933,"48.0000",3,0,0,0,0,0,0,0,0,0,0,14,5,0,0,14,5
234933,"99.0000",1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
234933,"99.0000",2,0,0,0,0,0,4,2,2,1,0,44,69,0,0,47,75
234933,"99.0000",3,2,0,3,1,1,6,2,3,0,4,186,311,3,0,197,325
234951,"01.0000",2,0,0,,1,3,,0,0,0,0,15,7,0,0,18,8
234951,"04.0000",2,0,0,2,,0,0,0,0,1,1,2,13,0,0,5,14
234951,"06.0000",1,0,0,4,1,1,1,0,0,1,,27,20,0,0,33,22
234951,"06.0000",2,0,0,2,2,1,1,0,0,1,,13,24,0,0,17,27
234951,"07.0000",1,,2,1,5,,3,2,10,1,7,2,91,0,0,6,118
234951,"07.0000",2,,,1,7,,4,2,5,1,3,35,98,0,0,39,117
234951,"08.0000",1,0,0,,7,1,2,2,5,1,3,16,99,0,0,20,116
234951,"08.0000",2,0,0,3,,1,,,1,,,27,3,0,0,31,4
234951,"10.0000",2,0,0,0,0,0,0,1,,0,0,5,1,0,0,6,1
234951,"12.0000",1,0,0,,2,,,2,4,3,1,8,22,0,0,13,29
234951,"12.0000",2,0,0,,2,,1,,5,2,,4,34,0,0,6,42
234951,"15.0000",2,0,0,2,2,0,0,4,2,0,0,72,6,0,0,78,10
234951,"17.0000",1,0,0,1,17,,2,1,9,2,6,17,107,0,0,21,141
234951,"17.0000",2,0,0,1,5,,2,,6,,2,5,90,0,0,6,105
234951,"20.0000",1,,,,1,1,2,1,,,1,14,39,0,0,16,43
234951,"20.0000",2,,1,2,2,,,1,3,,,11,7,0,0,14,13
234951,"25.0000",2,0,0,,1,0,0,0,0,1,1,1,17,0,0,2,19
234951,"43.0000",1,0,0,2,1,0,0,0,0,1,,15,5,0,0,18,6
234951,"46.0000",2,0,0,6,,4,,4,,2,,45,5,0,0,61,5
234951,"47.0000",2,1,,7,1,4,,11,,3,,190,8,0,0,216,9
234951,"48.0000",1,0,0,1,,1,,,,0,0,5,2,0,0,7,2
234951,"48.0000",2,0,0,2,,3,1,8,1,0,0,70,24,0,0,83,26
234951,"49.0000",2,0,0,0,0,1,,0,0,1,,23,1,0,0,25,1
234951,"50.0000",2,0,0,1,,1,,2,,0,0,16,9,0,0,20,9
234951,"99.0000",1,,2,9,34,4,10,8,28,9,18,104,385,0,0,134,477
234951,"99.0000",2,1,1,29,23,18,9,33,23,12,7,534,347,0,0,627,410
234960,"14.0000",5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
234960,"15.0000",3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
234960,"15.0000",5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1
234960,"99.0000",3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
234960,"99.0000",5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1
234979,"01.0000",3,0,0,0,0,0,0,0,0,0,0,4,1,0,3,4,4
234979,"06.0000",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
234979,"06.0000",3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3
234979,"07.0000",2,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,18
234979,"07.0000",3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9
234979,"08.0000",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
234979,"08.0000",3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5
234979,"11.0000",3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
234979,"15.0000",3,0,0,0,0,0,0,0,0,1,1,29,5,1,0,31,6
234979,"17.0000",2,0,0,0,0,0,1,0,1,0,0,4,24,0,2,4,28
234979,"18.0000",3,0,0,0,1,0,1,0,1,0,0,3,36,0,1,3,40
234979,"20.0000",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
234979,"20.0000",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
234979,"22.0000",2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
234979,"22.0000",3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,5
234979,"24.0000",3,0,0,1,2,0,1,4,3,4,6,150,187,5,14,164,213
234979,"41.0000",3,0,0,0,0,0,0,0,0,0,0,6,4,1,0,7,4
234979,"43.0000",3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3
234979,"46.0000",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
234979,"47.0000",3,0,0,1,0,0,0,0,0,1,0,5,0,1,0,8,0
234979,"48.0000",3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
234979,"99.0000",2,0,0,0,0,0,1,0,2,0,1,5,45,0,3,5,52
234979,"99.0000",3,0,0,2,4,0,2,4,4,6,7,211,266,9,18,232,301
235024,"50.0000",1,0,0,0,0,0,0,0,0,0,0,,2,,0,,2
235024,"50.0000",5,1,1,,2,0,0,2,,2,,22,26,0,0,27,29
235024,"99.0000",1,0,0,0,0,0,0,0,0,0,0,,2,,0,,2
235024,"99.0000",5,1,1,,2,0,0,2,,2,,22,26,0,0,27,29
235079,"17.0000",6,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4
235079,"99.0000",6,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4
235097,"04.0000",5,3,2,0,0,0,0,0,0,0,0,6,0,0,0,9,2
235097,"04.0000",7,1,0,0,0,0,0,0,0,0,0,3,2,0,0,4,2
235097,"06.0000",5,17,11,,2,,2,7,2,1,1,156,114,0,0,181,132
235097,"06.0000",7,,,,,,,1,,,,13,9,0,0,14,9
235097,"07.0000",5,0,0,0,0,0,0,,1,0,0,0,4,0,0,0,5
235097,"09.0000",5,1,1,1,,0,0,0,0,0,0,36,48,0,0,38,49
235097,"09.0000",7,1,,,,0,0,0,0,0,0,3,4,0,0,4,4
235097,"11.0000",5,5,2,1,,0,0,0,0,0,0,14,0,0,0,20,2
235097,"11.0000",7,5,1,,,0,0,0,0,0,0,0,0,0,0,5,1
235097,"13.0000",5,1,0,0,1,1,1,0,1,0,5,126,250,0,0,128,258
235097,"13.0000",7,2,1,0,0,1,1,0,3,1,1,33,84,0,0,37,90
235097,"15.0000",5,3,,1,,0,0,1,,1,,35,2,0,0,41,2
235097,"16.0000",5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4
235097,"17.0000",5,0,0,,1,,1,1,,0,0,10,41,0,0,11,43
235097,"18.0000",5,1,,0,0,0,0,0,0,0,0,10,39,0,0,11,39
235097,"18.0000",7,,,0,0,0,0,0,0,0,0,0,17,0,0,0,17
235097,"19.0000",5,0,0,0,0,0,0,0,0,0,0,10,5,0,0,10,5
235097,"23.0000",5,0,0,0,0,0,0,0,0,0,0,10,7,0,0,10,7
235097,"23.0000",7,0,0,0,0,0,0,0,0,0,0,8,9,0,0,8,9
235097,"24.0000",5,1,,0,0,1,1,1,,1,,52,58,0,0,56,59
235097,"25.0000",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
235097,"26.0000",5,1,,,2,0,0,,3,,1,14,22,0,0,15,28
235097,"26.0000",7,,,,,0,0,,,,,6,3,0,0,6,3
235097,"27.0000",5,,,0,0,0,0,,1,0,0,1,2,0,0,1,3
235097,"27.0000",7,1,1,0,0,0,0,,,0,0,2,1,0,0,3,2
235097,"28.0000",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
235097,"30.0000",5,1,1,,,,,1,,,,6,2,0,0,8,3
235097,"30.0000",7,1,,1,,1,,,,,1,19,22,0,0,22,23
235097,"31.0000",5,0,0,0,0,0,0,0,0,0,0,14,27,0,0,14,27
235097,"40.0000",5,,1,0,0,0,0,1,,,1,12,7,0,0,13,9
235097,"40.0000",7,,,0,0,0,0,,,,,5,1,0,0,5,1
235097,"42.0000",5,1,,0,0,1,,,3,,2,26,66,0,0,28,71
235097,"42.0000",7,1,,0,0,,,,,,,5,19,0,0,6,19
235097,"43.0000",5,0,0,0,0,0,0,1,,1,,14,3,0,0,16,3
235097,"44.0000",5,,,0,0,,,,1,,1,6,21,0,0,6,23
235097,"44.0000",7,1,2,0,0,1,,,,1,,15,37,0,0,18,39
235097,"45.0000",5,5,1,,1,,2,0,0,1,2,58,26,0,0,64,32
235097,"45.0000",7,,,,,,,0,0,,,5,8,0,0,5,8
235097,"50.0000",5,0,0,0,0,0,0,,1,0,0,22,18,0,0,22,19
235097,"50.0000",7,0,0,0,0,0,0,,,0,0,2,2,0,0,2,2
235097,"99.0000",5,40,19,3,7,3,7,13,13,5,13,643,766,0,0,707,825
235097,"99.0000",7,13,5,1,0,3,1,1,3,2,2,119,219,0,0,139,230
235103,"01.0000",2,0,0,0,0,0,0,1,0,0,0,2,6,0,0,3,6
235103,"01.0000",3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,5
235103,"06.0000",2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4
235103,"06.0000",3,6,2,1,0,0,2,0,0,1,0,6,12,0,0,14,16
235103,"07.0000",2,0,6,0,2,0,0,0,1,0,1,3,47,0,0,3,57
235103,"07.0000",3,0,4,1,0,0,1,0,0,0,0,1,21,0,0,2,26
235103,"08.0000",2,1,0,0,0,0,0,0,1,0,0,2,11,0,0,3,12
235103,"08.0000",3,0,0,0,0,0,0,0,1,0,0,0,18,0,1,0,20
235103,"11.0000",3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,4,2
235103,"12.0000",2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,0
235103,"12.0000",3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,4,0
235103,"15.0000",2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0
235103,"15.0000",3,0,0,0,0,1,0,2,0,1,0,22,1,0,0,26,1
235103,"17.0000",2,0,0,0,0,0,0,0,0,0,0,5,22,0,0,5,22
235103,"17.0000",3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,7
235103,"20.0000",2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
235103,"20.0000",3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
235103,"22.0000",3,0,0,0,1,0,0,0,2,0,1,13,87,0,2,13,93
235103,"24.0000",3,9,10,1,1,0,0,7,1,0,1,100,147,4,1,121,161
235103,"43.0000",3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0
235103,"47.0000",2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
235103,"48.0000",2,0,0,2,0,0,0,2,0,1,0,5,0,0,0,10,0
235103,"48.0000",3,0,0,3,0,0,0,1,0,0,0,11,0,0,0,15,0
235103,"49.0000",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
235103,"49.0000",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
235103,"99.0000",2,1,6,4,2,1,0,3,2,2,1,31,93,0,0,42,104
235103,"99.0000",3,19,16,8,2,1,3,12,4,2,2,164,307,5,4,211,338
235149,"06.0000",3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
235149,"07.0000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
235149,"07.0000",2,0,0,0,0,0,0,0,1,0,0,1,13,0,0,1,14
235149,"07.0000",3,0,0,0,0,0,0,0,1,0,0,1,28,0,0,1,29
235149,"11.0000",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
235149,"11.0000",3,1,0,0,0,0,0,0,0,0,0,4,3,0,1,5,4
235149,"12.0000",2,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,9
235149,"15.0000",1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,9,2
235149,"15.0000",2,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3
235149,"15.0000",3,0,0,0,0,0,0,0,0,0,1,10,6,0,0,10,7
235149,"17.0000",2,0,0,0,0,0,0,0,2,0,0,3,32,0,0,3,34
235149,"17.0000",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
235149,"18.0000",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
235149,"18.0000",3,0,0,0,0,0,0,0,0,0,0,4,70,1,27,5,97
235149,"20.0000",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
235149,"20.0000",2,0,0,0,0,0,2,1,0,0,0,5,8,0,0,6,10
235149,"20.0000",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
235149,"24.0000",3,2,0,1,2,0,4,6,7,0,3,86,125,0,0,95,141
235149,"43.0000",3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0
235149,"46.0000",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
235149,"47.0000",2,0,0,0,0,2,0,1,0,0,0,22,2,0,0,25,2
235149,"47.0000",3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
235149,"48.0000",1,0,0,1,0,0,0,1,0,0,1,20,8,0,0,22,9
235149,"99.0000",1,0,0,1,0,0,0,1,1,0,1,29,11,0,0,31,13
235149,"99.0000",2,0,0,0,0,2,2,3,3,0,1,37,68,0,0,42,74
235149,"99.0000",3,3,0,1,2,0,4,6,8,0,4,114,239,1,28,125,285
235167,"24.0000",5,0,0,14,16,8,9,12,14,5,9,249,383,0,1,288,432
235167,"30.0000",7,0,0,0,0,0,0,0,0,0,0,1,,0,,1,
235167,"44.0000",7,0,0,1,,0,0,1,,0,0,6,7,0,0,8,7
235167,"99.0000",5,0,0,14,16,8,9,12,14,5,9,249,383,0,1,288,432
235167,"99.0000",7,0,0,1,,,,1,,,,7,7,0,0,9,7
235237,"06.0000",2,0,0,1,1,0,0,0,0,0,0,4,2,0,0,5,3
235237,"06.0000",3,0,1,5,4,1,0,0,1,0,1,19,19,0,0,25,26
235237,"07.0000",2,0,2,0,0,0,0,0,0,0,0,3,12,0,0,3,14
235237,"07.0000",3,0,2,0,4,1,0,0,0,0,0,3,19,0,1,4,26
235237,"08.0000",2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
235237,"08.0000",3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,5
235237,"11.0000",2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2
235237,"11.0000",3,0,0,1,0,0,0,0,1,0,0,5,6,0,0,6,7
235237,"12.0000",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
235237,"15.0000",3,0,0,0,0,0,0,3,1,0,0,8,6,0,0,11,7
235237,"17.0000",2,0,0,1,0,1,0,0,0,0,1,7,19,0,0,9,20
235237,"17.0000",3,0,0,0,0,0,3,0,0,1,1,19,49,0,0,20,53
235237,"20.0000",2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,10,0
235237,"20.0000",3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
235237,"22.0000",3,0,0,0,0,0,0,0,0,0,0,2,9,0,0,2,9
235237,"24.0000",3,4,0,51,30,5,3,18,18,21,15,327,204,23,6,449,276
235237,"31.0000",3,0,0,0,1,0,0,0,0,1,0,2,3,1,0,4,4
235237,"43.0000",3,0,0,1,0,0,0,1,0,0,0,7,0,0,0,9,0
235237,"47.0000",2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,3,1
235237,"47.0000",3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1
235237,"48.0000",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
235237,"48.0000",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
235237,"99.0000",2,0,2,10,1,1,0,0,0,1,1,22,39,0,0,34,43
235237,"99.0000",3,4,3,62,41,7,6,23,21,23,17,394,327,24,7,537,422
235282,"95.0000",1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6
235282,"95.0000",2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3
235282,"99.0000",1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6
235282,"99.0000",2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3
235316,"05.0000",5,0,0,0,0,0,0,0,0,0,0,,1,,0,,1
235316,"06.0000",5,3,,1,,,2,3,1,1,1,58,51,0,0,66,55
235316,"06.0000",7,1,,,,,,,,,,27,12,0,0,28,12
235316,"09.0000",5,1,2,0,0,,1,0,0,1,,14,30,0,0,16,33
235316,"11.0000",5,1,,0,0,0,0,0,0,0,0,6,4,0,0,7,4
235316,"13.0000",5,1,,1,,,1,0,0,1,,4,20,0,0,7,21
235316,"13.0000",7,47,16,,,,,0,0,,,6,9,0,0,53,25
235316,"13.0000",9,1,,,,,,0,0,,,3,6,0,0,4,6
235316,"14.0000",5,4,,0,0,1,2,3,,1,,49,6,0,0,58,8
235316,"14.0000",7,,,0,0,,,,,,,6,1,0,0,6,1
235316,"16.0000",5,,1,0,0,0,0,0,0,0,0,1,3,0,0,1,4
235316,"18.0000",5,0,0,0,0,0,0,,1,0,0,,7,,0,,8
235316,"18.0000",7,0,0,0,0,0,0,,,0,0,3,3,0,0,3,3
235316,"22.0101",10,0,0,1,1,1,,2,1,2,,40,29,0,0,46,31
235316,"23.0000",5,0,0,0,0,0,0,0,0,0,0,2,12,0,0,2,12
235316,"23.0000",7,0,0,0,0,0,0,0,0,0,0,,1,,0,,1
235316,"24.0000",5,2,1,0,0,0,0,0,0,0,0,3,14,0,0,5,15
235316,"26.0000",5,0,0,0,0,0,0,,2,1,,8,6,0,0,9,8
235316,"27.0000",5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,6
235316,"30.0000",7,0,0,0,0,0,0,0,0,0,0,5,9,0,0,5,9
235316,"38.0000",5,,,0,0,0,0,0,0,0,0,13,5,0,0,13,5
235316,"38.0000",7,1,,0,0,0,0,0,0,0,0,11,6,0,0,12,6
235316,"40.0000",5,0,0,0,0,0,0,,1,0,0,4,,0,0,4,1
235316,"42.0000",5,0,0,,1,0,0,0,0,,1,7,17,0,0,7,19
235316,"42.0000",7,0,0,,,0,0,0,0,,,4,11,0,0,4,11
235316,"43.0000",5,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4
235316,"45.0000",5,0,0,0,0,0,0,0,0,,1,31,27,0,0,31,28
235316,"50.0000",5,1,1,0,0,,1,,1,0,0,,3,0,0,1,6
235316,"99.0000",5,13,5,2,1,1,7,6,6,5,3,205,216,0,0,232,238
235316,"99.0000",7,49,16,,,,,,,,,62,52,0,0,111,68
235316,"99.0000",9,1,,,,,,,,,,3,6,0,0,4,6
235316,"99.0000",10,0,0,1,1,1,,2,1,2,,40,29,0,0,46,31
235334,"03.0000",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
235334,"03.0000",3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
235334,"06.0000",2,0,0,0,0,0,0,0,1,0,0,6,7,0,1,6,9
235334,"06.0000",3,0,0,0,0,0,0,0,0,0,0,3,4,0,1,3,5
235334,"07.0000",1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
235334,"07.0000",2,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,41
