unitid,"cipcode",awlevel,crace01,crace02,crace03,crace04,crace05,crace06,crace07,crace08,crace09,crace10,crace11,crace12,bal_m,bal_w,crace15,crace16
100663,"17.0000",7,,,,1,0,0,0,0,,,11,26,0,0,11,27
100663,"18.0000",5,,,1,34,,,,,,,11,95,0,0,12,129
100663,"18.0000",6,,,,,,,,,,,3,10,0,0,3,10
100663,"18.0000",7,37,29,4,21,1,,2,3,4,1,61,112,0,0,109,166
100663,"18.0000",9,,1,1,1,,,,,,,3,27,0,0,4,29
100663,"18.0401",10,0,0,1,,0,0,1,2,,1,33,7,0,0,35,10
100663,"18.1001",10,0,0,1,5,2,,4,2,,1,101,39,0,0,108,47
100663,"18.1201",10,0,0,0,0,0,0,0,0,1,,19,10,0,0,20,10
100663,"19.0000",6,1,,0,0,0,0,,1,0,0,,8,0,0,1,9
100663,"20.0000",2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
100663,"23.0000",5,,2,0,0,0,0,0,0,,1,16,11,0,0,16,14
100663,"23.0000",7,,,0,0,0,0,0,0,,,2,6,0,0,2,6
100663,"26.0000",5,2,,,1,0,0,0,0,0,0,13,11,0,0,15,12
100663,"26.0000",7,2,,,,0,0,0,0,0,0,2,4,0,0,4,4
100663,"26.0000",9,,3,,,0,0,0,0,0,0,13,5,0,0,13,8
100663,"27.0000",5,1,,0,0,0,0,0,0,0,0,5,2,0,0,6,2
100663,"27.0000",7,,,0,0,0,0,0,0,0,0,2,1,0,0,2,1
100663,"30.0000",5,1,1,2,7,0,0,0,0,0,0,19,14,0,0,22,22
100663,"38.0000",5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
100663,"40.0000",5,,,,1,0,0,0,0,0,0,8,,0,0,8,1
100663,"40.0000",7,5,1,,,0,0,0,0,0,0,4,,0,0,9,1
100663,"40.0000",9,1,,,,0,0,0,0,0,0,3,1,0,0,4,1
100663,"42.0000",5,2,1,2,5,0,0,0,0,0,0,13,28,0,0,17,34
100663,"42.0000",7,,,,,0,0,0,0,0,0,1,4,0,0,1,4
100663,"42.0000",9,,1,,,0,0,0,0,0,0,1,5,0,0,1,6
100663,"43.0000",5,,,8,9,0,0,0,0,0,0,23,23,0,0,31,32
100663,"43.0000",7,,1,,,0,0,0,0,0,0,5,5,0,0,5,6
100663,"44.0000",5,0,0,,4,0,0,,,0,0,1,20,0,0,1,24
100663,"44.0000",7,0,0,2,1,0,0,1,,0,0,3,7,0,0,6,8
100663,"45.0000",5,2,1,3,5,0,0,0,0,1,,36,27,0,0,42,33
100663,"45.0000",7,,,,1,0,0,0,0,,,5,3,0,0,5,4
100663,"50.0000",5,,1,1,,0,0,0,0,0,0,,14,0,0,1,15
100663,"99.0000",1,,1,4,3,0,0,0,0,0,0,73,8,0,0,77,12
100663,"99.0000",2,,,13,34,0,0,0,0,0,0,38,69,0,0,51,103
100663,"99.0000",5,15,10,41,129,,,,,1,2,482,633,0,0,539,774
100663,"99.0000",6,1,,,,,,,1,,,3,18,0,0,4,19
100663,"99.0000",7,78,38,10,38,1,,3,3,4,2,217,446,0,0,313,527
100663,"99.0000",8,,,,2,,,,,,,9,9,0,0,9,11
100663,"99.0000",9,2,5,2,2,,,,,,,23,41,0,0,27,48
100663,"99.0000",10,0,0,2,5,2,,5,4,1,2,153,56,0,0,163,67
100672,"47.0000",1,,,5,,1,,1,,,,66,4,0,0,73,4
100672,"47.0000",2,1,,10,2,2,,,,1,,137,9,0,0,151,11
100672,"48.0000",2,0,0,0,0,0,0,0,0,0,0,6,,0,,6,
100672,"49.0000",3,2,,6,,0,0,0,0,0,0,22,,0,,30,
100672,"99.0000",1,,,5,,1,,1,,,,66,4,0,0,73,4
100672,"99.0000",2,1,,10,2,2,,,,1,,143,9,0,0,157,11
100672,"99.0000",3,2,,6,,,,,,,,22,,0,,30,
100681,"95.0000",3,0,0,0,0,0,0,0,0,0,0,0,0,24,14,24,14
100681,"99.0000",3,0,0,0,0,0,0,0,0,0,0,0,0,24,14,24,14
100690,"39.0000",5,0,0,2,,0,0,0,0,0,0,8,,0,,10,
100690,"39.0000",7,0,0,3,,0,0,0,0,0,0,7,1,0,0,10,1
100690,"39.0601",10,0,0,0,0,0,0,0,0,0,0,8,,0,,8,
100690,"99.0000",5,0,0,2,,0,0,0,0,0,0,8,,0,,10,
100690,"99.0000",7,0,0,3,,0,0,0,0,0,0,7,1,0,0,10,1
100690,"99.0000",10,0,0,0,0,0,0,0,0,0,0,8,,0,,8,
100706,"05.0000",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
100706,"06.0000",5,2,0,1,6,0,0,,2,0,0,72,111,0,0,75,119
100706,"06.0000",7,,,,1,0,0,,1,0,0,13,11,0,0,13,13
100706,"11.0000",5,1,,1,,0,0,2,,0,0,18,9,0,0,22,9
100706,"11.0000",7,4,1,,,0,0,1,,0,0,9,3,0,0,14,4
100706,"11.0000",9,,,,,0,0,1,1,0,0,5,1,0,0,6,2
100706,"13.0000",5,0,0,,2,0,0,0,0,0,0,,13,,0,,15
100706,"14.0000",5,13,2,5,2,1,,7,3,0,0,126,40,0,0,152,47
100706,"14.0000",7,6,1,1,1,2,,5,1,0,0,40,8,0,0,54,11
100706,"14.0000",9,5,1,,,,,,,0,0,3,,0,0,8,1
100706,"16.0000",5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
100706,"17.0000",1,0,0,7,7,0,0,,1,0,0,77,37,0,0,84,45
100706,"17.0000",2,0,0,1,,0,0,,,0,0,16,9,0,0,17,9
100706,"18.0000",5,,1,,10,,,,1,0,0,3,45,0,0,3,57
100706,"18.0000",7,,,,,,1,,,0,0,2,16,0,0,2,17
100706,"23.0000",5,0,0,,1,,1,,1,,1,3,17,0,0,3,21
100706,"23.0000",7,0,0,,1,,,,,,,2,3,0,0,2,4
100706,"26.0000",5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,4,9
100706,"26.0000",7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
100706,"27.0000",5,0,0,,1,0,0,,1,0,0,6,14,0,0,6,16
100706,"27.0000",7,0,0,,,0,0,,,0,0,2,2,0,0,2,2
100706,"40.0000",5,,,0,0,0,0,0,0,0,0,8,2,0,0,8,2
100706,"40.0000",7,4,,0,0,0,0,0,0,0,0,9,2,0,0,13,2
100706,"40.0000",9,1,,0,0,0,0,0,0,0,0,1,,0,,2,
100706,"42.0000",5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3
100706,"43.0000",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
100706,"44.0000",7,0,0,0,0,0,0,0,0,0,0,,1,,0,,1
100706,"45.0000",5,0,0,1,,1,,0,0,0,0,,7,0,0,2,7
100706,"50.0000",5,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,7
100706,"99.0000",1,0,0,7,7,0,0,,1,0,0,77,37,0,0,84,45
100706,"99.0000",2,0,0,1,,0,0,,,0,0,16,9,0,0,17,9
100706,"99.0000",5,16,3,8,22,2,1,9,8,,1,250,282,0,0,285,317
100706,"99.0000",7,14,2,1,3,2,1,6,2,,,78,48,0,0,101,56
100706,"99.0000",9,6,1,,,,,1,1,,,9,1,0,0,16,3
100724,"06.0000",5,4,1,15,31,0,0,0,0,0,0,0,0,0,0,19,32
100724,"07.0000",5,0,0,2,31,0,0,0,0,0,0,0,0,0,0,2,31
100724,"09.0000",5,0,0,9,14,0,0,0,0,0,0,0,0,0,0,9,14
100724,"11.0000",5,1,2,18,15,0,0,0,0,0,0,0,0,0,0,19,17
100724,"13.0000",5,,,11,30,0,0,0,0,0,0,,,0,0,11,30
100724,"13.0000",7,1,5,17,72,0,0,0,0,0,0,2,3,0,0,20,80
100724,"23.0000",5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,1
100724,"26.0000",5,1,,5,2,0,0,0,0,0,0,0,0,0,0,6,2
100724,"26.0000",7,,,1,2,0,0,0,0,0,0,0,0,0,0,1,2
100724,"27.0000",5,3,0,2,2,0,0,0,0,0,0,0,0,0,0,5,2
100724,"27.0000",7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
100724,"31.0000",5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2
100724,"40.0000",5,1,,2,1,0,0,0,0,0,0,0,0,0,0,3,1
100724,"42.0000",5,0,0,4,10,0,0,0,0,0,0,0,0,0,0,4,10
100724,"43.0000",5,0,0,12,15,0,0,0,0,0,0,0,0,0,0,12,15
100724,"44.0000",5,,,4,22,0,0,0,0,0,0,0,0,0,0,4,22
100724,"44.0000",7,0,2,8,12,0,0,0,0,0,0,0,0,0,0,8,14
100724,"45.0000",5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
100724,"45.0000",7,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100724,"50.0000",5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0
100724,"99.0000",5,11,3,98,177,0,0,0,0,0,0,,,0,0,109,180
100724,"99.0000",7,3,7,28,86,0,0,0,0,0,0,2,3,0,0,33,96
100751,"04.0000",5,0,0,0,0,0,0,0,0,,1,,15,,0,,16
100751,"05.0000",5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
100751,"05.0000",7,0,0,0,0,0,0,0,0,0,0,,3,,0,,3
100751,"06.0000",5,6,1,15,36,1,1,3,5,,1,294,194,0,0,319,238
100751,"06.0000",7,,,1,1,,,2,1,,2,101,29,0,0,104,33
100751,"06.0000",9,3,,,,,,1,,,,11,4,0,0,15,4
100751,"09.0000",5,,,6,14,3,,1,1,1,2,127,171,0,0,138,188
100751,"09.0000",7,1,,1,,,,,,,,2,7,0,0,4,7
100751,"11.0000",5,,,2,1,0,0,2,,0,0,11,7,0,0,15,8
100751,"11.0000",7,1,,,,0,0,2,,0,0,7,,0,,10,
100751,"13.0000",5,,1,,8,0,0,,2,,,36,179,0,0,36,190
100751,"13.0000",7,,2,2,3,0,0,,,,,36,137,0,0,38,142
100751,"13.0000",8,,,,,0,0,,,,,3,5,0,0,3,5
100751,"13.0000",9,,,1,6,0,0,,,,1,13,28,0,0,14,35
100751,"14.0000",5,20,2,14,13,0,0,12,2,4,,149,29,0,0,199,46
100751,"14.0000",7,2,1,,,0,0,9,,1,,32,3,0,0,44,4
100751,"14.0000",9,7,,,,0,0,1,,,,2,1,0,0,10,1
100751,"15.0000",5,0,0,2,2,0,0,0,0,0,0,11,1,0,0,13,3
100751,"16.0000",5,0,0,0,0,0,0,0,0,2,2,1,6,0,0,3,8
100751,"16.0000",7,0,0,0,0,0,0,0,0,,,1,4,0,0,1,4
100751,"18.0000",5,1,1,,17,0,0,0,0,0,0,10,68,0,0,11,86
100751,"18.0000",7,,,,,0,0,0,0,0,0,,8,,0,,8
100751,"19.0000",5,0,0,,8,0,0,0,0,0,0,8,82,0,0,8,90
100751,"19.0000",7,0,0,,1,0,0,0,0,0,0,1,5,0,0,1,6
100751,"20.0000",5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
100751,"20.0000",7,0,0,0,0,0,0,0,0,0,0,,1,,0,,1
100751,"22.0000",5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
100751,"22.0000",7,0,0,0,0,0,0,0,0,0,0,2,,0,,2,
100751,"22.0101",10,0,0,3,3,1,1,0,0,1,,95,44,0,0,100,48
100751,"23.0000",5,0,0,,9,,1,,,,2,21,30,0,0,21,42
100751,"23.0000",7,0,0,,,,,,,,1,6,5,0,0,6,6
100751,"23.0000",9,0,0,,,,,1,,,,2,3,0,0,3,3
100751,"25.0000",7,0,0,,2,0,0,1,1,,1,6,36,0,0,7,40
100751,"25.0000",8,0,0,,,0,0,,,,,,3,,0,,3
100751,"26.0000",5,1,,,2,0,0,1,,,,27,10,0,0,29,12
100751,"26.0000",7,,,,1,0,0,,,,1,3,2,0,0,3,4
100751,"26.0000",9,,,,,0,0,1,,,,3,1,0,0,4,1
100751,"27.0000",5,0,0,1,1,0,0,,2,0,0,6,4,0,0,7,7
100751,"27.0000",7,0,0,,,0,0,,,0,0,2,1,0,0,2,1
100751,"30.0000",5,,1,2,,0,0,0,0,0,0,41,32,0,0,43,33
100751,"30.0000",7,,,,,0,0,0,0,0,0,3,2,0,0,3,2
100751,"30.0000",9,2,,,,0,0,0,0,0,0,2,,0,,4,
100751,"31.0000",5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4
100751,"38.0000",5,0,0,0,0,0,0,0,0,0,0,2,,0,,2,
100751,"40.0000",5,,,0,0,0,0,1,,0,0,11,4,0,0,12,4
100751,"40.0000",7,2,1,0,0,0,0,3,,0,0,3,,0,0,8,1
100751,"40.0000",9,2,,0,0,0,0,,,0,0,11,1,0,0,13,1
100751,"42.0000",5,0,0,,3,0,0,0,0,0,0,17,34,0,0,17,37
100751,"42.0000",7,0,0,,,0,0,0,0,0,0,2,4,0,0,2,4
100751,"42.0000",9,0,0,1,,0,0,0,0,0,0,4,4,0,0,5,4
100751,"43.0000",5,,,4,4,0,0,0,0,0,0,22,6,0,0,26,10
100751,"43.0000",7,,1,1,,0,0,0,0,0,0,4,2,0,0,5,3
100751,"44.0000",5,0,0,1,2,,1,0,0,,1,,11,0,0,1,15
100751,"44.0000",7,0,0,1,1,,,0,0,,,13,40,0,0,14,41
100751,"44.0000",9,0,0,,,,,0,0,,,2,1,0,0,2,1
100751,"45.0000",5,,,5,9,0,0,0,0,0,0,95,33,0,0,100,42
100751,"45.0000",7,3,,1,,0,0,0,0,0,0,17,5,0,0,21,5
100751,"45.0000",9,,,,,0,0,0,0,0,0,2,,0,,2,
100751,"50.0000",5,0,0,1,1,0,0,0,0,,1,11,30,0,0,12,32
100751,"50.0000",7,0,0,,,0,0,0,0,,1,8,10,0,0,8,11
100751,"50.0000",9,0,0,1,1,0,0,0,0,,,,2,0,0,1,3
100751,"99.0000",5,28,6,53,130,4,3,20,12,7,10,905,957,0,0,1017,1118
100751,"99.0000",7,9,5,7,9,,,17,2,1,6,249,304,0,0,283,326
100751,"99.0000",8,,,,,,,,,,,3,8,0,0,3,8
100751,"99.0000",9,14,,3,7,,,4,,,1,52,45,0,0,73,53
100751,"99.0000",10,0,0,3,3,1,1,0,0,1,,95,44,0,0,100,48
100760,"06.0000",3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
100760,"07.0000",2,0,0,,4,0,0,0,0,0,0,,35,,0,,39
100760,"07.0000",3,0,0,,1,0,0,0,0,0,0,,1,,0,,2
100760,"11.0000",1,0,0,,,0,0,0,0,0,0,,1,,0,,1
100760,"11.0000",2,0,0,,2,0,0,0,0,0,0,,22,,0,,24
100760,"11.0000",3,0,0,1,,0,0,0,0,0,0,5,3,0,0,6,3
100760,"12.0000",1,0,0,,1,0,0,0,0,0,0,,,,0,,1
100760,"12.0000",2,0,0,1,10,0,0,0,0,0,0,,22,0,0,1,32
100760,"17.0000",2,0,0,,1,0,0,0,0,0,0,1,15,0,0,1,16
100760,"17.0000",3,0,0,1,2,0,0,0,0,0,0,,2,0,0,1,4
100760,"24.0000",3,0,0,6,8,0,0,0,0,0,0,42,46,0,0,48,54
100760,"46.0000",2,0,0,4,,0,0,0,0,0,0,,,0,,4,
100760,"46.0000",3,0,0,1,,0,0,0,0,0,0,1,,0,,2,
100760,"47.0000",1,0,0,,,0,0,0,0,0,0,3,,0,,3,
100760,"47.0000",2,0,0,4,,0,0,0,0,0,0,6,,0,,10,
100760,"47.0000",3,0,0,,,0,0,0,0,0,0,6,1,0,0,6,1
100760,"48.0000",1,0,0,1,,0,0,0,0,0,0,3,,0,,4,
100760,"48.0000",2,0,0,,,0,0,0,0,0,0,6,1,0,0,6,1
100760,"48.0000",3,0,0,,,0,0,0,0,0,0,6,3,0,0,6,3
100760,"99.0000",1,0,0,1,1,0,0,0,0,0,0,6,1,0,0,7,2
100760,"99.0000",2,0,0,9,17,0,0,0,0,0,0,13,95,0,0,22,112
100760,"99.0000",3,0,0,9,11,0,0,0,0,0,0,61,59,0,0,70,70
100812,"06.0000",5,0,0,10,13,1,2,1,1,,2,92,109,0,0,104,127
100812,"11.0000",5,0,0,2,,1,,0,0,1,,39,18,0,0,43,18
100812,"13.0000",5,0,0,4,3,,2,0,0,0,0,54,184,0,0,58,189
100812,"18.0000",5,0,0,,1,0,0,0,0,0,0,1,2,0,0,1,3
100812,"23.0000",5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
100812,"24.0000",5,0,0,3,,0,0,1,,0,0,8,5,0,0,12,5
100812,"26.0000",5,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2
100812,"27.0000",5,0,0,1,1,0,0,0,0,0,0,11,5,0,0,12,6
100812,"30.0000",5,0,0,0,0,0,0,0,0,0,0,,3,,0,,3
100812,"38.0000",5,0,0,1,,0,0,0,0,0,0,4,,0,,5,
100812,"40.0000",5,0,0,1,,0,0,0,0,0,0,4,,0,,5,
100812,"41.0000",5,0,0,1,,0,0,0,0,0,0,6,1,0,0,7,1
100812,"42.0000",5,0,0,2,1,0,0,0,0,0,0,6,30,0,0,8,31
100812,"43.0000",5,0,0,2,1,0,0,0,0,0,0,19,10,0,0,21,11
100812,"45.0000",5,0,0,2,1,0,0,0,0,0,0,4,5,0,0,6,6
100812,"50.0000",5,0,0,0,0,0,0,0,0,0,0,,2,,0,,2
100812,"99.0000",5,0,0,29,21,2,4,2,1,1,2,254,378,0,0,288,406
100821,"07.0000",1,0,0,,4,,2,,1,0,0,,20,,0,,27
100821,"07.0000",2,0,0,,,,1,,2,0,0,,7,,0,,10
100821,"12.0000",2,0,0,12,,0,0,0,0,0,0,5,,0,,17,
100821,"13.0000",2,0,0,4,,0,0,0,0,0,0,8,,0,,12,
100821,"20.0000",2,0,0,3,,0,0,0,0,0,0,0,0,0,,3,
100821,"46.0000",2,0,0,9,,0,0,0,0,0,0,1,,0,,10,
100821,"47.0000",1,0,0,3,,0,0,,,0,0,10,,0,,13,
100821,"47.0000",2,0,0,,,0,0,1,,0,0,2,,0,,3,
100821,"47.0000",4,0,0,7,,0,0,,,0,0,10,,0,,17,
100821,"48.0000",2,0,0,25,,1,,0,0,0,0,5,,0,,31,
100821,"99.0000",1,0,0,3,4,,2,,1,0,0,10,20,0,0,13,27
100821,"99.0000",2,0,0,53,,1,1,1,2,0,0,21,7,0,0,76,10
100821,"99.0000",4,0,0,7,,,,,,0,0,10,,0,,17,
100830,"06.0000",5,0,0,5,15,0,0,2,0,1,0,100,88,0,0,108,103
100830,"06.0000",7,0,0,0,0,0,1,0,1,0,0,24,10,0,0,24,12
100830,"09.0000",5,0,0,0,2,0,0,0,0,0,0,8,15,0,0,8,17
100830,"11.0000",5,0,0,0,1,0,0,0,0,0,0,10,6,0,0,10,7
100830,"11.0000",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100830,"13.0000",5,0,0,0,10,0,0,0,0,0,0,12,83,0,0,12,93
100830,"13.0000",7,0,0,0,2,0,0,0,0,0,0,14,70,0,0,14,72
100830,"13.0000",8,0,0,0,4,0,0,0,0,0,0,1,7,0,0,1,11
100830,"17.0000",5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
100830,"18.0000",5,0,0,1,4,0,0,0,0,0,0,5,40,0,0,6,44
100830,"23.0000",5,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4
100830,"24.0000",5,0,0,5,0,0,0,0,1,0,1,12,10,0,0,17,12
100830,"26.0000",5,0,0,2,1,0,0,1,0,0,0,7,5,0,0,10,6
100830,"27.0000",5,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2
100830,"40.0000",5,0,0,1,0,0,0,0,0,0,0,8,4,0,0,9,4
100830,"42.0000",5,0,0,0,5,0,0,0,1,0,1,10,15,0,0,10,22
100830,"42.0000",7,0,0,0,2,0,0,0,0,0,0,6,4,0,0,6,6
100830,"43.0000",5,0,0,0,2,0,0,0,0,1,0,9,23,0,0,10,25
100830,"43.0000",7,0,0,2,0,0,0,0,0,0,0,6,2,0,0,8,2
100830,"44.0000",7,0,0,1,1,0,0,2,0,0,0,11,12,0,0,14,13
100830,"45.0000",5,0,0,0,9,0,0,0,0,0,0,17,12,0,0,17,21
100830,"45.0000",7,0,0,1,0,0,0,0,0,0,0,7,4,0,0,8,4
100830,"50.0000",5,0,0,0,1,0,0,0,0,0,0,3,5,0,0,3,6
100830,"99.0000",5,0,0,14,50,0,0,3,2,2,2,208,319,0,0,227,373
100830,"99.0000",7,0,0,4,5,0,1,2,1,0,0,69,102,0,0,75,109
100830,"99.0000",8,0,0,0,4,0,0,0,0,0,0,1,7,0,0,1,11
100858,"01.0000",5,,,0,0,0,0,0,0,0,0,25,8,0,0,25,8
100858,"01.0000",7,6,,0,0,0,0,0,0,0,0,7,,0,,13,
100858,"01.0000",9,2,,0,0,0,0,0,0,0,0,,,0,,2,
100858,"02.0000",5,0,0,,2,0,0,,,0,0,41,13,0,0,41,15
100858,"02.0000",7,0,0,,,0,0,,,0,0,14,3,0,0,14,3
100858,"02.0000",9,0,0,,,0,0,1,,0,0,4,1,0,0,5,1
