unitid,cipcode,awlevel,crace15,crace16
101693,420101,5,4,9
101693,450801,5,2,0
101693,451101,5,1,5
101693,500701,5,0,3
101693,500904,5,1,0
101693,990000,3,4,90
101693,990000,5,40,63
102030,60401,3,3,12
102030,70305,3,6,17
102030,70401,3,1,1
102030,70701,3,1,9
102030,120301,3,1,0
102030,131202,3,0,1
102030,131303,3,0,5
102030,131312,3,1,0
102030,139999,2,0,1
102030,139999,3,1,5
102030,170209,3,0,1
102030,170309,3,1,0
102030,170406,3,0,3
102030,181101,3,3,36
102030,181199,3,0,8
102030,181901,3,0,1
102030,220102,3,2,2
102030,230101,3,0,5
102030,240101,3,2,6
102030,260101,3,0,1
102030,410301,3,1,0
102030,451101,3,0,1
102030,470602,3,1,0
102030,500701,3,1,1
102030,990000,2,0,1
102030,990000,3,25,115
101897,60301,3,2,0
101897,62001,3,5,0
101897,70606,3,0,9
101897,110101,3,16,15
101897,170309,3,0,1
101897,179999,3,1,0
101897,181101,3,2,55
101897,240101,3,24,41
101897,430105,3,14,0
101897,990000,3,64,121
101903,60101,3,8,8
101903,70606,2,0,5
101903,70606,3,0,7
101903,70701,2,0,2
101903,110101,3,3,8
101903,110301,3,0,2
101903,131202,3,0,6
101903,131204,3,0,1
101903,131205,3,3,3
101903,131309,3,4,0
101903,140101,3,1,1
101903,150303,3,4,0
101903,170399,3,0,2
101903,170815,3,0,1
101903,170818,3,0,1
101903,181101,3,0,46
101903,240101,3,5,10
101903,400101,3,0,1
101903,480101,3,7,0
101903,990000,2,0,7
101903,990000,3,35,97
101912,60201,3,0,2
101912,60201,5,5,9
101912,60401,5,13,10
101912,70601,3,0,3
101912,70601,5,0,5
101912,70705,3,0,1
101912,90101,3,5,6
101912,90101,5,5,3
101912,131202,5,3,9
101912,131203,5,1,2
101912,131303,5,0,1
101912,131317,5,1,0
101912,180102,5,0,1
101912,181101,3,3,26
101912,190101,5,1,2
101912,200102,5,0,3
101912,200108,5,0,1
101912,230101,5,1,4
101912,240101,5,1,3
101912,260101,5,7,0
101912,270101,5,1,0
101912,279999,5,0,2
101912,380201,5,9,2
101912,390201,3,1,3
101912,390401,5,0,1
101912,390601,5,20,0
101912,399999,2,2,0
101912,400501,5,1,4
101912,420101,5,2,2
101912,440701,5,5,7
101912,450801,5,2,0
101912,500101,3,1,0
101912,500901,5,4,0
101912,990000,2,2,0
101912,990000,3,10,41
101912,990000,5,82,71
101949,30404,3,8,0
101949,39999,3,1,0
101949,60401,3,4,11
101949,70601,3,1,0
101949,70606,3,0,3
101949,110101,3,2,9
101949,130101,3,0,1
101949,130101,5,2,0
101949,149999,3,4,0
101949,170699,3,0,1
101949,179999,3,1,1
101949,240101,3,11,20
101949,990000,3,32,46
101949,990000,5,2,0
102049,40501,5,0,5
102049,60101,5,16,6
102049,60201,5,7,13
102049,60301,5,10,1
102049,60401,5,1,3
102049,60401,7,35,19
102049,60501,5,1,0
102049,60901,5,1,2
102049,80102,5,0,4
102049,80799,5,12,7
102049,90101,5,0,6
102049,110201,5,2,5
102049,130401,7,1,1
102049,130404,7,0,1
102049,130801,5,1,0
102049,131101,7,0,1
102049,131202,5,0,6
102049,131202,7,0,5
102049,131204,5,0,9
102049,131204,7,0,2
102049,131204,9,0,1
102049,131305,7,0,1
102049,131308,5,0,1
102049,131312,5,6,9
102049,131312,7,2,0
102049,131314,5,1,0
102049,131317,5,0,1
102049,140101,5,2,0
102049,141201,5,1,0
102049,160901,5,1,0
102049,160905,5,0,1
102049,170306,5,0,1
102049,181003,5,4,5
102049,181101,3,2,100
102049,181101,5,1,34
102049,181401,5,34,27
